camera,range_m,speed_m_s,heading_rel_deg,pos_std_m,vel_std_m_s,ego_vx
1759902565018828716,5.39,18.567,1.7,0.1013,0.3894,14.9252
1759902565068714379,5.294,18.104,0.92,0.1016,0.3898,14.8578
1759902565118242210,5.281,19.486,-1.21,0.1017,0.3897,14.7539
1759902565169205223,5.328,21.834,1.19,0.102,0.3903,14.6734
1759902565228462666,5.205,20.151,1.15,0.1041,0.3933,14.5938
1759902565269016584,4.995,18.917,3.45,0.101,0.3884,14.5097
1759902565319288462,4.885,18.06,5.06,0.1015,0.3886,14.4498
1759902565368236509,4.735,17.232,2.73,0.1014,0.3888,14.3533
1759902565416037012,4.852,16.696,0.49,0.1011,0.3884,14.2918
1759902565464233780,4.836,16.201,-4.09,0.1009,0.3863,14.2535
1759902565509891504,4.87,15.873,-4.28,0.1003,0.3847,14.1865
1759902565560097696,4.882,15.614,-4.33,0.101,0.3858,14.1251
1759902565600732439,4.767,15.574,-5.52,0.0992,0.3831,14.0822
1759902565651499890,4.742,15.062,-4.92,0.1005,0.3855,14.0409
1759902565700772084,5.29,15.154,-5.43,0.1009,0.3865,13.9699
1759902565778755243,5.336,15.512,-5.16,0.1075,0.3964,13.8643
1759902565822863688,5.286,17.471,-0.74,0.1037,0.3907,13.8001
1759902565873542701,5.216,17.627,-0.04,0.103,0.3901,13.7286
1759902565923654644,5.508,19.063,-5.98,0.1025,0.3896,13.6569
1759902565961663317,5.763,20.105,-10.11,0.0994,0.3844,13.639
1759902566009873049,5.86,18.353,-6.96,0.1,0.386,13.5572
1759902566059692235,6.008,21.423,-4.67,0.1008,0.3876,13.4718
1759902566158958228,6.325,20.761,0.18,0.1118,0.4016,13.4449
1759902566210806306,6.312,24.426,7.33,0.1076,0.3928,13.3893
1759902566281595861,6.578,23.876,9.02,0.1091,0.3938,13.2788
1759902566310001574,6.501,23.59,10.09,0.1009,0.3818,13.2277
1759902566360127815,6.281,21.434,6.42,0.1011,0.3846,13.1509
1759902566412378209,6.01,20.372,3.88,0.1018,0.387,13.0656
1759902566460014158,5.785,19.648,1.95,0.1012,0.3866,13.0081
1759902566510492449,5.74,18.345,0.69,0.1015,0.3872,12.9596
1759902566560702860,5.774,20.757,-1.25,0.1017,0.3875,12.909
1759902566611508363,5.588,19.038,0.94,0.1019,0.3886,12.863
1759902566660674656,5.685,18.549,0.83,0.1017,0.3888,12.8162
1759902566710545761,5.512,19.286,0.77,0.1018,0.3893,12.7655
1759902566751596505,5.373,19.837,0.74,0.0998,0.3868,12.7138
1759902566824035831,5.462,18.727,-1.61,0.1058,0.3951,12.6605
1759902566873489791,5.417,17.981,-3.19,0.104,0.3917,12.6006
1759902566931013373,5.359,18.083,-3.84,0.1047,0.3927,12.5521
1759902566976277388,5.365,20.039,1.08,0.1024,0.3895,12.5039
1759902567025097011,5.34,18.619,0.78,0.1019,0.3891,12.4456
1759902567068173281,5.287,17.415,-5.08,0.1003,0.3857,12.3983
1759902567114362487,5.365,16.65,-9.25,0.1,0.3825,12.3557
1759902567164874231,5.481,18.454,-5.99,0.1007,0.3846,12.3134
1759902567210463705,5.304,17.234,-3.6,0.1001,0.3843,12.2835
1759902567261042597,5.277,16.694,-3.79,0.1009,0.3863,12.2504
1759902567305396109,5.278,17.936,-1.8,0.1,0.3852,12.2038
1759902567357909193,5.339,18.859,-0.32,0.1013,0.3871,12.1476
1759902567406767880,5.239,18.326,-0.01,0.1012,0.3868,12.1068
1759902567457877041,5.084,17.832,-0.25,0.1017,0.3879,12.061
1759902567502491610,5.144,18.276,3.17,0.1005,0.3853,11.9911
1759902567551288389,5.04,17.492,2.18,0.1008,0.386,11.9253
1759902567601635260,5.201,20.447,8.65,0.1013,0.3854,11.8707
1759902567651406755,5.439,22.616,12.9,0.1014,0.3833,11.8483
1759902567701863855,5.509,21.714,10.18,0.1015,0.3841,11.8401
1759902567753568009,5.872,25.987,6.81,0.102,0.3859,11.7838
1759902567829844449,5.98,23.604,5.13,0.1077,0.3948,11.699
1759902567882164475,5.711,20.753,6.81,0.1056,0.3924,11.6725
1759902567928412904,5.643,21.072,2.36,0.1031,0.389,11.6313
1759902567987639959,5.596,20.64,1.16,0.1045,0.3916,11.5725
1759902568030636778,5.466,19.721,1.62,0.1018,0.3882,11.5247
1759902568080514515,5.399,19.059,1.8,0.1018,0.389,11.4522
1759902568119838272,5.164,17.642,0.72,0.0993,0.386,11.4301
1759902568176798040,5.263,17.171,1.05,0.1021,0.3904,11.3964
1759902568221195365,5.005,16.203,2.38,0.1007,0.3886,11.3664
1759902568269672045,5.005,15.411,2.58,0.1009,0.389,11.3315
1759902568316067945,4.984,14.834,2.68,0.1006,0.3886,11.2762
1759902568367547481,5.06,15.338,2.37,0.1015,0.39,11.2373
1759902568413644051,5.016,16.345,2.69,0.1009,0.3889,11.2219
1759902568462089341,4.846,15.681,1.45,0.101,0.3892,11.1743
1759902568511486484,4.95,18.209,4.78,0.1013,0.3893,11.1556
1759902568560847347,5.099,20.067,7.13,0.1015,0.3889,11.1447
1759902568612131902,5.213,20.458,6.41,0.102,0.3895,11.1175
1759902568661220457,5.221,20.901,7.18,0.1018,0.3891,11.0755
1759902568705792705,5.159,19.069,7.24,0.1006,0.3874,11.0423
1759902568752653339,5.136,19.125,5.73,0.1005,0.3876,10.9908
1759902568834210832,5.898,24.586,9.58,0.1081,0.3984,10.9191
1759902568893781461,5.918,21.986,6.96,0.1074,0.3969,10.8905
1759902568926814392,5.63,20.549,6.23,0.1012,0.388,10.8631
1759902568971177582,5.498,19.53,5.58,0.1002,0.3872,10.7879
1759902569018887443,5.496,18.327,5.02,0.1004,0.388,10.7063
1759902569069363459,5.299,17.716,5.44,0.1012,0.3895,10.6352
1759902569119903868,5.279,17.74,4.39,0.1017,0.3902,10.529
1759902569169113623,5.319,19.005,6.9,0.1017,0.39,10.4536
1759902569216707203,5.386,19.933,8.67,0.1013,0.3891,10.3945
1759902569260853119,5.441,18.897,5.64,0.1002,0.3877,10.3357
1759902569315599805,5.439,18.381,4.6,0.1021,0.3904,10.2325
1759902569361198166,5.268,18.159,3.83,0.1011,0.3887,10.1628
1759902569410823372,5.367,17.275,4.98,0.1014,0.3893,10.0856
1759902569461390071,5.433,16.615,5.67,0.1018,0.3899,10.0337
1759902569511428665,5.434,17.524,4.68,0.1019,0.3901,9.9429
1759902569562058353,5.251,16.554,2.16,0.1021,0.39,9.8441
1759902569609095734,5.15,15.577,2.76,0.1014,0.3891,9.7682
1759902569656620552,5.206,17.502,-0.08,0.1011,0.3885,9.6967
1759902569702990291,5.123,16.66,0.48,0.1006,0.388,9.6161
1759902569751626966,5.058,16.048,0.82,0.1009,0.3886,9.5411
1759902569801543628,5.066,15.886,2.41,0.1014,0.3893,9.474
1759902569886365365,5.085,15.161,4.37,0.1093,0.4001,9.3463
1759902569935090658,4.961,14.726,5.66,0.1057,0.3945,9.2659
1759902569983157869,4.898,16.105,2.57,0.1036,0.3918,9.1737
1759902570033864023,5.001,17.134,7.67,0.103,0.3912,9.1034
1759902570079386650,5.112,16.252,9.21,0.1015,0.3887,9.0592
1759902570133061455,5.128,15.976,9.39,0.1024,0.3904,8.9685
1759902570181824561,5.114,15.785,9.51,0.1019,0.3899,8.903
1759902570226336384,4.985,15.377,7.01,0.1006,0.3883,8.8254
1759902570271425205,5.331,19.03,4.32,0.1,0.3873,8.7964
1759902570322565716,5.4,18.392,3.25,0.101,0.388,8.7386
1759902570364519108,5.296,17.32,2.79,0.0995,0.3852,8.6624
1759902570410665112,5.23,16.532,2.3,0.0996,0.3853,8.6021
1759902570468965082,5.596,17.212,1.62,0.1025,0.3896,8.5208
1759902570511879584,5.783,19.252,-0.05,0.1006,0.3866,8.442
1759902570556704683,5.788,19.776,0.47,0.1,0.386,8.377
1759902570601980200,5.681,19.17,0.63,0.0997,0.386,8.3458
1759902570650904552,5.613,18.723,0.73,0.1004,0.3874,8.3064
1759902570701523741,5.544,16.923,-0.5,0.1012,0.3884,8.2499
1759902570750983012,5.78,19.66,1.68,0.1014,0.3889,8.1576
1759902570801209613,5.786,19.027,1.44,0.1018,0.3894,8.0829
1759902570882205878,5.757,17.649,4.26,0.1087,0.3988,7.9336
1759902570927062106,5.542,17.655,-1.04,0.1045,0.3923,7.8784
1759902570970603762,5.706,21.803,-7.85,0.1019,0.3874,7.8396
1759902571020017676,6.004,24.835,-12.09,0.1016,0.3855,7.7798
1759902571059978526,5.914,24.365,-8.86,0.0993,0.3829,7.7302
1759902571117667302,6.09,23.433,-7.96,0.1021,0.3881,7.6643
1759902571165493885,6.196,21.355,-8.94,0.1015,0.3876,7.6098
1759902571208162229,5.891,19.105,-6.42,0.1,0.386,7.5762
1759902571280120548,5.813,17.472,-5.44,0.1057,0.3947,7.4825
1759902571314722096,5.501,16.488,-4.71,0.1006,0.3873,7.4375
1759902571364480737,5.373,15.588,-4.2,0.1011,0.3886,7.3785
1759902571411670587,5.297,16.615,-3.66,0.1008,0.3886,7.3184
1759902571469938326,5.453,16.533,-3.34,0.1032,0.3922,7.2478
1759902571510109355,5.491,15.931,-3.15,0.1004,0.3882,7.2157
1759902571567556532,5.319,14.848,-2.53,0.1028,0.3918,7.1341
1759902571611177359,5.106,14.125,-2.01,0.101,0.3891,7.0574
1759902571658850670,5.171,15.739,-0.83,0.1009,0.3891,6.9882
1759902571705340077,5.069,15.251,-1.69,0.1006,0.3887,6.9439
1759902571751179427,5.369,16.463,-2.52,0.1002,0.3883,6.8886
1759902571801509575,5.651,17.331,-3.1,0.1011,0.3895,6.8529
1759902571881141503,5.694,16.423,-2.04,0.1081,0.3991,6.7366
1759902571932424946,5.465,15.485,-0.58,0.1057,0.3951,6.6614
1759902571981441304,5.293,14.874,0.51,0.1038,0.3925,6.5911
1759902572030272328,5.211,15.519,0.32,0.1027,0.3913,6.5164
1759902572081443818,5.457,18.896,-5.79,0.1026,0.3909,6.4429
1759902572122875668,5.59,18.477,-4.26,0.1004,0.3879,6.386
1759902572178697972,5.649,17.475,-3.32,0.1024,0.3912,6.314
1759902572211212676,5.521,16.838,-2.7,0.0981,0.3852,6.2856
1759902572265559090,5.59,17.404,-2.81,0.1008,0.3895,6.2421
1759902572310143131,5.524,16.607,-3.9,0.1001,0.3884,6.1941
1759902572358532294,5.637,18.943,5.06,0.1005,0.3875,6.1645
1759902572405377850,5.673,19.348,2.36,0.1004,0.3873,6.1227
1759902572451271212,5.722,19.683,0.25,0.1001,0.3871,6.0628
1759902572501257446,5.853,19.315,0.06,0.101,0.3884,6.0131
1759902572551098293,5.886,19.385,0.11,0.1014,0.3891,5.9645
1759902572600971291,5.782,18.41,-0.1,0.1016,0.3895,5.8819
1759902572652027051,5.944,19.906,-4.67,0.102,0.3895,5.8062
1759902572701621399,5.788,18.363,-3.34,0.1019,0.3893,5.7347
1759902572752101433,5.652,17.261,-2.52,0.1021,0.3897,5.6779
1759902572803725064,5.504,16.001,-1.36,0.1024,0.3903,5.6046
1759902572851150573,5.551,16.115,-0.41,0.1016,0.3892,5.5363
1759902572932050304,5.752,16.62,0.27,0.1086,0.3991,5.3951
1759902572986196917,5.75,17.527,-3.4,0.1065,0.3958,5.2901
1759902573025581430,5.552,16.752,-2.28,0.1021,0.3899,5.211
1759902573081425284,5.652,16.244,-5.62,0.1033,0.3919,5.0835
1759902573125503592,5.73,17.39,-2.9,0.1014,0.3895,4.9912
1759902573170520756,5.843,18.228,-0.89,0.1005,0.3884,4.8922
1759902573223925227,6.054,20.019,1.3,0.1019,0.3903,4.7559
1759902573269648817,5.878,18.269,0.77,0.1009,0.3888,4.6299
1759902573310614890,5.828,18.412,0.11,0.0993,0.3866,4.5366
1759902573355354707,5.837,18.521,-0.38,0.0992,0.3868,4.417
1759902573401085380,5.858,19.588,0.12,0.0994,0.3873,4.2849
1759902573451553801,5.889,18.21,0.56,0.1007,0.389,4.1325
1759902573505404822,5.928,16.781,-0.07,0.1022,0.3909,3.9673
1759902573551164100,5.848,15.762,0.18,0.1012,0.3893,3.8284
1759902573601315518,5.808,15.011,0.37,0.1016,0.3898,3.7011
1759902573651528303,5.688,14.427,1.13,0.1018,0.3901,3.5766
1759902573701225767,5.886,17.052,-1.84,0.1019,0.39,3.4595
1759902573751248891,5.778,16.087,-1.6,0.1019,0.3901,3.3376
1759902573801408816,5.914,18.224,-4.28,0.102,0.39,3.2222
1759902573851156035,5.825,17.057,-3.22,0.102,0.3899,3.1186
1759902573929851449,6.199,20.102,-5.08,0.1083,0.3987,2.9301
1759902573980105543,6.135,18.336,-4.65,0.1055,0.3946,2.7966
1759902574030301195,6.102,16.668,-2.71,0.104,0.3927,2.6669
1759902574079114987,6.059,15.504,-1.33,0.1028,0.3913,2.5619
1759902574131528041,6.032,14.71,-2.04,0.103,0.3919,2.449
1759902574179075372,5.986,14.37,1.15,0.102,0.3903,2.33
1759902574228253267,5.992,14.45,1.8,0.1018,0.3901,2.2256
1759902574279286254,6.074,15.111,2.73,0.1021,0.3906,2.1101
1759902574319280336,6.069,15.586,3.38,0.0997,0.3873,2.0243
1759902574370239793,6.035,14.973,1.83,0.1009,0.3893,1.9061
1759902574419061360,6.086,15.479,-0.51,0.1011,0.3894,1.8032
1759902574469261200,6.006,15.123,-0.5,0.1016,0.3899,1.6954
1759902574520602193,5.988,15.082,-1.16,0.1021,0.3905,1.5753
1759902574564716569,5.988,15.852,-0.97,0.1007,0.3885,1.4711
1759902574606870884,5.998,16.414,-0.8,0.0994,0.3869,1.3893
1759902574653160381,6.102,17.593,-2.19,0.0997,0.3873,1.3032
1759902574702712408,6.107,16.69,-1.79,0.1006,0.3887,1.1965
1759902574752178041,6.037,16.059,-0.23,0.1011,0.3893,1.1135
1759902574801367799,5.972,15.606,0.97,0.1013,0.3894,1.0186
1759902574851358651,6.013,16.726,0.9,0.1017,0.3898,0.9161
1759902574930309683,6.147,15.191,1.05,0.1082,0.3989,0.7534
1759902574981410057,5.948,14.209,1.23,0.1057,0.395,0.6581
1759902575032630390,5.915,14.934,1.65,0.1043,0.3932,0.5689
1759902575078474449,5.824,15.047,1.38,0.1023,0.3908,0.4995
1759902575124130570,5.871,16.711,0.34,0.1012,0.3896,0.4166
1759902575176017352,6.021,18.259,-0.42,0.102,0.391,0.3068
1759902575228533332,6.043,16.716,-0.1,0.1026,0.3918,0.2095
1759902575279155296,6.006,15.598,0.07,0.1025,0.3917,0.1199
1759902575324910555,6.326,20.261,8.63,0.1013,0.389,0.0661
1759902575375458498,6.334,19.476,5.87,0.1017,0.3897,0.109
1759902575423096202,6.235,17.725,4.94,0.1013,0.3892,0.1416
1759902575476435949,6.299,16.54,4.71,0.1024,0.3909,0.1313
1759902575541068794,6.421,16.006,4.55,0.1055,0.3953,0.1234
1759902575571107787,6.179,15.74,4.41,0.0994,0.3865,0.1442
1759902575610406225,6.343,19.454,6.01,0.098,0.385,0.1531
1759902575660640591,6.378,17.919,6.43,0.0997,0.3879,0.1123
1759902575712429998,6.737,21.465,12.53,0.1011,0.3889,0.0826
1759902575760551242,7.068,24.06,16.51,0.101,0.387,0.0817
1759902575808257285,6.953,20.59,13.2,0.1008,0.3869,0.0434
1759902575852225513,7.177,23.801,17.03,0.0999,0.3854,0.0026
1759902575929887620,7.312,20.126,14.67,0.1069,0.396,0.0
1759902575976925672,7.432,23.591,18.5,0.104,0.3916,0.0
1759902576017950377,7.174,20.707,17.38,0.101,0.3877,0.0
1759902576074133607,7.003,18.124,15.65,0.1028,0.391,0.0
1759902576120369752,6.715,16.352,14.47,0.1016,0.3894,0.0
1759902576164704729,6.481,15.569,15.2,0.1004,0.3881,0.0
1759902576210379355,6.735,20.013,20.21,0.1001,0.3876,0.0
1759902576260332335,7.099,23.411,23.63,0.1009,0.3881,0.0
1759902576310566291,7.33,23.72,24.92,0.1013,0.388,0.0
1759902576360106155,7.496,23.906,25.83,0.1015,0.3878,0.0
1759902576413530293,7.186,21.002,22.3,0.1024,0.3895,0.0
1759902576461460814,7.416,24.047,24.48,0.1018,0.3888,0.0
1759902576510908703,7.152,20.908,23.11,0.1017,0.3891,0.0
1759902576560682993,7.42,24.045,25.31,0.1018,0.3894,0.0
1759902576609734538,7.681,26.241,26.85,0.1016,0.3892,0.0
1759902576656105179,7.883,27.806,27.88,0.1009,0.3881,0.0
1759902576711532140,8.225,29.051,28.62,0.1026,0.3906,0.0
1759902576755336456,7.933,24.44,26.92,0.1009,0.3883,0.0
1759902576806321792,8.116,26.518,28.07,0.1016,0.3895,0.0
1759902576855712802,7.778,22.667,26.27,0.1017,0.3896,0.0
1759902576901030539,7.422,19.976,25.09,0.1007,0.388,0.0
1759902576981098747,7.944,23.657,27.61,0.1079,0.3983,0.0
1759902577039343432,8.122,26.038,29.21,0.107,0.3966,0.0
1759902577064429005,7.821,27.631,30.15,0.0991,0.3853,0.0
1759902577109865698,7.441,23.359,27.41,0.0992,0.3865,0.0
1759902577160027135,7.7,25.763,29.02,0.1004,0.3888,0.0
1759902577211145785,7.492,23.458,26.89,0.1013,0.3902,0.0
1759902577261547971,7.712,25.478,28.64,0.1017,0.3907,0.0
1759902577310465618,7.905,26.93,29.86,0.1016,0.3902,0.0
1759902577361628109,7.55,23.164,27.41,0.1021,0.3908,0.0
1759902577409748318,7.748,25.78,29.03,0.1016,0.39,0.0
1759902577459937807,7.511,21.784,27.68,0.1018,0.3904,0.0
1759902577510677554,7.187,19.121,26.38,0.1021,0.3906,0.0
1759902577560714773,6.888,17.232,25.23,0.1021,0.3903,0.0
1759902577605934550,6.583,15.996,24.62,0.1009,0.3886,0.0
1759902577656110633,6.88,20.554,27.86,0.1014,0.3893,0.0
1759902577706315431,7.071,23.087,26.15,0.1017,0.3898,0.0
1759902577756707516,7.407,25.552,28.17,0.1019,0.3898,0.0
1759902577801182915,7.627,27.288,29.48,0.1007,0.3876,0.0
1759902577852872591,7.949,28.451,30.27,0.1016,0.3887,0.0
1759902577933375085,8.027,23.498,27.99,0.1084,0.3986,0.0
1759902577992529883,8.18,25.907,29.35,0.1075,0.397,0.0
1759902578025934394,7.986,27.536,30.18,0.1013,0.3884,0.0
1759902578079434546,7.657,23.644,27.75,0.1023,0.3907,0.0
1759902578129358410,7.86,26.058,29.11,0.1021,0.3909,0.0
1759902578166765792,7.87,27.635,29.96,0.0991,0.3868,0.0
1759902578223457731,7.721,24.351,27.76,0.1019,0.3911,0.0
1759902578273447971,7.425,22.024,26.17,0.102,0.3908,0.0
1759902578312134920,6.995,19.376,25.96,0.0993,0.3867,0.0
1759902578363164318,7.288,23.048,28.35,0.1007,0.3889,0.0
1759902578410827106,7.552,25.606,30.13,0.1007,0.3885,0.0
1759902578460701906,7.843,27.449,31.26,0.1012,0.3888,0.0
1759902578511046119,8.103,28.813,31.95,0.1016,0.3889,0.0
1759902578556516543,8.225,29.511,32.3,0.1007,0.3875,0.0
1759902578605901520,8.419,30.125,32.5,0.1011,0.3881,0.0
1759902578656451386,8.002,24.944,30.5,0.1016,0.389,0.0
1759902578705897820,8.07,25.567,31.37,0.1017,0.3892,0.0
1759902578756049727,8.145,26.012,31.98,0.1018,0.3896,0.0
1759902578806297136,7.785,21.951,29.64,0.102,0.3897,0.0
1759902578925635953,8.695,25.123,31.35,0.1163,0.41,0.0
1759902578980714561,8.551,27.125,32.21,0.1107,0.402,0.0
1759902579029155511,8.001,22.507,30.88,0.1063,0.3968,0.0
1759902579069271961,7.919,25.067,31.83,0.1021,0.3918,0.0
1759902579119760730,8.094,26.929,32.52,0.1021,0.3926,0.0
1759902579170818332,7.682,22.686,30.92,0.1023,0.3932,0.0
1759902579218795488,7.829,25.212,31.89,0.1017,0.3924,0.0
1759902579271549189,8.082,26.859,32.55,0.1025,0.3932,0.0
1759902579320475784,8.234,28.281,33.01,0.1021,0.3923,0.0
1759902579369375026,8.402,29.304,33.27,0.1018,0.3916,0.0
1759902579415080798,8.498,30.035,33.42,0.1009,0.3901,0.0
1759902579461637441,8.598,30.615,33.51,0.1006,0.3896,0.0
1759902579505987992,8.08,25.871,31.82,0.0999,0.3884,0.0
1759902579555692628,8.246,27.469,32.54,0.1008,0.3895,0.0
1759902579606056650,7.839,23.27,31.31,0.1014,0.3901,0.0
1759902579655202381,7.436,20.265,30.43,0.1015,0.3897,0.0
1759902579707677522,7.665,23.451,31.9,0.1023,0.3908,0.0
1759902579755483803,7.84,25.989,33.04,0.1017,0.3897,0.0
1759902579801548799,8.022,27.938,33.73,0.1009,0.3884,0.0
1759902579851262973,7.62,23.354,31.78,0.1013,0.3892,0.0
1759902579935189146,8.278,25.864,32.71,0.109,0.4,0.0
1759902579979407797,8.212,27.472,33.2,0.1046,0.3935,0.0
1759902580028131224,8.323,28.798,33.48,0.1031,0.3917,0.0
1759902580085891247,7.907,24.397,31.06,0.1043,0.3937,0.0
1759902580150224085,8.234,26.588,32.21,0.1064,0.3968,0.0
1759902580203357408,8.36,28.242,32.96,0.1051,0.3949,0.0
1759902580254685275,8.478,29.399,33.4,0.104,0.3934,0.0
1759902580297190934,8.45,30.035,33.63,0.1014,0.3899,0.0
1759902580342682548,7.939,25.08,32.0,0.1006,0.3891,0.0
1759902580379337709,7.394,21.717,31.2,0.0981,0.3855,0.0
1759902580425278568,7.612,24.626,32.22,0.0988,0.3869,0.0
1759902580475914337,7.457,21.265,30.65,0.1003,0.3891,0.0
1759902580524736573,7.139,18.764,29.62,0.1008,0.3893,0.0
1759902580574176414,6.924,17.055,27.16,0.1012,0.389,0.0
1759902580615165105,6.672,15.91,24.98,0.0994,0.3855,0.0
1759902580655565136,6.839,20.448,27.69,0.0982,0.3841,0.0
1759902580701287970,7.152,23.71,29.99,0.0988,0.3848,0.0
1759902580753140305,7.548,26.2,31.67,0.1005,0.3867,0.0
1759902580801672138,7.247,22.58,28.45,0.1008,0.3873,0.0
1759902580852342813,6.999,20.01,26.39,0.1015,0.3883,0.0
1759902580931587011,7.628,23.653,29.03,0.1081,0.3977,0.0
1759902580991242102,7.917,26.259,30.71,0.1074,0.3961,0.0
1759902581029875419,7.887,27.99,31.65,0.1024,0.3889,0.0
1759902581079134156,8.108,29.003,32.03,0.1019,0.3888,0.0
1759902581123586251,8.23,29.787,32.3,0.1006,0.3874,0.0
1759902581175017213,8.004,25.68,30.3,0.1015,0.3893,0.0
1759902581224480790,7.593,23.261,27.91,0.1016,0.3894,0.0
1759902581272715748,7.25,21.585,25.96,0.1013,0.3886,0.0
1759902581325668668,7.067,19.116,24.94,0.1022,0.3894,0.0
1759902581376255073,6.817,17.479,22.07,0.1022,0.3883,0.0
1759902581425373743,6.633,17.741,19.64,0.1018,0.3875,0.0
1759902581470280795,6.585,17.092,18.56,0.1006,0.386,0.0
1759902581514285097,6.542,16.626,17.35,0.0997,0.3852,0.0
1759902581569082540,6.4,15.449,18.05,0.1017,0.3887,0.0
1759902581614860800,6.727,20.0,23.18,0.1008,0.387,0.0
1759902581670389094,6.715,20.272,19.69,0.1025,0.3898,0.0
1759902581732763212,7.124,22.342,16.44,0.105,0.3937,0.0
1759902581755610813,6.943,23.747,14.3,0.0974,0.3828,0.0
1759902581807544152,6.919,21.334,14.31,0.0997,0.3873,0.0
1759902581851317184,6.803,20.974,13.95,0.0992,0.3869,0.0
1759902581924438735,7.395,22.572,16.9,0.1056,0.3957,0.0
1759902581968945394,7.105,21.993,14.6,0.1028,0.3914,0.0
1759902582024319975,7.102,21.417,14.42,0.1037,0.3927,0.0
1759902582060809189,6.861,21.096,14.2,0.0998,0.3874,0.0
1759902582111303168,6.763,18.775,11.89,0.1009,0.3891,0.0
1759902582156179581,6.566,17.866,10.27,0.1002,0.388,0.0
1759902582205242485,6.561,19.073,9.03,0.1007,0.3888,0.0
1759902582256391491,6.573,19.504,8.97,0.1016,0.39,0.0
1759902582306440472,6.59,20.081,7.93,0.1018,0.3902,0.0
1759902582356526234,6.614,20.5,7.03,0.1019,0.3903,0.0
1759902582406062709,6.595,20.209,6.86,0.1019,0.3902,0.0
1759902582451130276,6.544,20.278,6.62,0.1008,0.3887,0.0
1759902582501352097,6.604,20.777,5.7,0.1014,0.3897,0.0
1759902582551142356,6.596,20.284,4.73,0.1016,0.39,0.0
1759902582601822749,6.589,19.919,3.87,0.102,0.3904,0.0
1759902582652099845,6.63,20.71,3.35,0.1021,0.3905,0.0
1759902582701429467,6.648,20.955,2.89,0.1019,0.3903,0.0
1759902582752287619,6.672,20.927,3.21,0.1022,0.3907,0.0
1759902582802778943,6.7,21.233,2.65,0.1022,0.3907,0.0
1759902582853014640,6.739,21.653,2.17,0.1022,0.3907,0.0
1759902582934076338,7.033,20.46,1.38,0.1089,0.4001,0.0
1759902582993670804,6.971,20.751,0.98,0.1079,0.3982,0.0
1759902583029608428,6.621,19.795,0.45,0.1021,0.3903,0.0
1759902583073825626,6.499,19.138,-0.03,0.1007,0.389,0.0
1759902583120065334,6.428,18.602,-0.49,0.1004,0.3891,0.0425
1759902583181420052,6.536,18.618,0.48,0.1037,0.3939,0.2566
1759902583214594324,6.349,19.512,0.11,0.0991,0.3873,0.3549
1759902583264694694,6.698,19.54,-0.13,0.1004,0.3894,0.4175
1759902583316238110,6.964,19.513,-0.35,0.1015,0.3909,0.5764
1759902583364178657,6.719,17.702,-2.06,0.1013,0.3902,0.7548
1759902583410963474,6.671,16.819,-1.32,0.1009,0.3895,0.9295
1759902583460573510,6.459,16.143,-1.39,0.1013,0.3901,1.1035
1759902583510168246,6.609,18.405,-7.12,0.1015,0.3897,1.2667
1759902583561218173,6.486,17.111,-5.7,0.102,0.3902,1.4451
1759902583605226053,6.303,16.236,-4.86,0.1006,0.3883,1.6458
1759902583651609886,6.284,16.794,-4.44,0.1004,0.3881,1.8353
1759902583701227185,6.667,22.572,-4.2,0.101,0.3891,2.0465
1759902583751424560,6.986,25.218,-6.47,0.1015,0.3897,2.2587
1759902583804440390,7.053,25.917,-3.65,0.1024,0.3908,2.4536
1759902583851713847,7.05,26.456,-1.58,0.1016,0.3891,2.5813
1759902583933955923,7.378,22.453,-1.13,0.1088,0.3988,2.8559
1759902583986313550,7.16,20.914,-1.91,0.1062,0.395,3.0148
1759902584033887759,6.953,19.916,-2.24,0.1038,0.3919,3.1466
1759902584082024931,6.786,19.55,-2.29,0.1025,0.3908,3.3058
1759902584138531156,6.61,18.098,-2.95,0.1037,0.3929,3.4593
1759902584187836021,6.349,17.296,-4.87,0.1028,0.3915,3.6253
1759902584215329007,6.002,16.856,-6.13,0.0971,0.3833,3.7359
1759902584265574542,6.193,16.299,-2.6,0.0992,0.3871,3.9324
1759902584309650772,5.975,15.263,-3.63,0.099,0.387,4.0812
1759902584360973529,5.859,14.622,-2.84,0.1006,0.3894,4.2494
1759902584405389776,5.652,14.408,-1.88,0.1,0.3882,4.3919
1759902584451646296,5.503,14.273,-1.08,0.1,0.3881,4.5434
1759902584501198352,5.729,16.8,-1.63,0.1008,0.3892,4.7149
1759902584551120441,5.809,17.179,-1.93,0.1014,0.3898,4.899
1759902584601657793,5.843,18.009,-1.39,0.1018,0.3902,5.0728
1759902584651751279,5.765,17.856,-1.65,0.1019,0.3903,5.2475
1759902584702071597,5.752,18.165,-1.87,0.1021,0.3904,5.459
1759902584751172603,5.733,18.396,-2.03,0.1019,0.3901,5.6419
1759902584823769856,5.998,19.074,-1.99,0.107,0.3972,5.851
1759902584851370597,5.84,19.559,-1.93,0.0997,0.3868,5.9559
1759902584938791223,5.977,17.529,-0.38,0.1089,0.4004,6.2588
1759902584989870045,5.935,19.278,-2.58,0.106,0.3962,6.4234
1759902585030629229,5.688,17.501,-0.54,0.1021,0.3909,6.5472
1759902585079361664,5.919,18.392,-3.29,0.1017,0.3908,6.7399
1759902585145967799,6.01,20.553,2.15,0.1055,0.396,6.933
1759902585188003844,6.015,21.232,1.19,0.1022,0.3911,7.069
