camera,lidar_ts,radar_ts,distance_m
1759902515979039977,1759902515979283289,1759902515969651846,7.9
1759902516030055870,1759902516023172837,1759902516029977050,8.01
1759902516073491185,1759902516079387173,1759902516089110129,8.02
1759902516118362367,1759902516129496283,1759902516089110129,7.98
1759902516168369844,1759902516178624000,1759902516147961764,7.99
1759902516217787852,1759902516225338643,1759902516211694700,7.91
1759902516266271505,1759902516275367000,1759902516267918924,7.94
1759902516313905555,1759902516331110211,1759902516329844297,7.96
1759902516363503304,1759902516373832502,1759902516389024836,8.04
1759902516409314742,1759902516423852954,1759902516389024836,8.06
1759902516450430983,1759902516472850233,1759902516448878835,8.06
1759902516500462115,1759902516523915500,1759902516507852522,8.1
1759902516550307224,1759902516571983463,1759902516569031707,8.1
1759902516600195576,1759902516625559448,1759902516628045260,8.22
1759902516650756344,1759902516672319308,1759902516628045260,8.35
1759902516700467318,1759902516726175585,1759902516689575682,8.21
1759902516750252063,1759902516774214053,1759902516748123109,8.13
1759902516800482323,1759902516822969021,1759902516809443944,8.35
1759902516850935507,1759902516872157193,1759902516868012891,8.27
1759902516928942964,1759902516925196288,1759902516929258834,8.32
1759902516981360719,1759902516973930948,1759902516988002073,8.29
1759902517034876209,1759902517023453675,1759902517055832350,8.14
1759902517080252120,1759902517072726918,1759902517055832350,8.21
1759902517132914951,1759902517121647821,1759902517107823475,8.0
1759902517173688250,1759902517173337704,1759902517169348528,8.11
1759902517222665631,1759902517226624921,1759902517227882499,8.09
1759902517272485692,1759902517277219984,1759902517294230311,7.91
1759902517322767030,1759902517325347601,1759902517347968123,8.01
1759902517372852536,1759902517375348897,1759902517347968123,8.03
1759902517422622532,1759902517427881049,1759902517409154192,7.96
1759902517467501629,1759902517479415747,1759902517467664068,7.91
1759902517513262071,1759902517526766619,1759902517536046765,7.99
1759902517563723210,1759902517575613442,1759902517588166303,8.0
1759902517614090530,1759902517621165307,1759902517588166303,8.15
1759902517663399631,1759902517671886240,1759902517651704650,8.2
1759902517709719786,1759902517722243001,1759902517707971846,8.21
1759902517754704764,1759902517772904771,1759902517771446862,8.24
1759902517800063552,1759902517823843036,1759902517828233424,8.28
1759902517850205044,1759902517823843036,1759902517828233424,8.28
1759902517927857176,1759902517925026510,1759902517947965036,8.2
1759902517973324821,1759902517978852770,1759902517947965036,8.16
1759902518024654490,1759902518028959536,1759902518015536382,8.09
1759902518068548045,1759902518071122425,1759902518068163706,8.14
1759902518118747177,1759902518121939029,1759902518132173056,8.1
1759902518167831441,1759902518173183967,1759902518187938349,8.05
1759902518217247746,1759902518227052587,1759902518187938349,8.12
1759902518269056274,1759902518271973314,1759902518248767770,8.17
1759902518318209799,1759902518322958258,1759902518308145585,8.04
1759902518362896581,1759902518375360654,1759902518372001975,8.14
1759902518413749875,1759902518422013911,1759902518429664712,8.13
1759902518460102962,1759902518477650339,1759902518429664712,8.14
1759902518506536902,1759902518523554453,1759902518494234827,8.17
1759902518554444501,1759902518573935310,1759902518548124578,8.09
1759902518600057783,1759902518621333501,1759902518611549108,8.0
1759902518650649450,1759902518677953428,1759902518668675246,8.07
1759902518700266877,1759902518720774636,1759902518731545313,7.95
1759902518750774795,1759902518773483344,1759902518731545313,8.04
1759902518800055552,1759902518821027763,1759902518788244549,7.99
1759902518850057859,1759902518874648113,1759902518851791241,7.88
1759902518922938389,1759902518930718896,1759902518908650091,7.91
1759902518980070177,1759902518972436018,1759902518969042693,7.92
1759902519022567250,1759902519025939756,1759902519029551946,7.89
1759902519077864715,1759902519071612881,1759902519093160926,7.91
1759902519122205239,1759902519124703294,1759902519147997796,8.03
1759902519176019016,1759902519171071429,1759902519147997796,8.0
1759902519222891579,1759902519223062414,1759902519209719412,7.9
1759902519273132690,1759902519275878796,1759902519267965356,7.97
1759902519323607936,1759902519322028336,1759902519331647365,7.98
1759902519375706004,1759902519373923869,1759902519388111275,7.92
1759902519424865832,1759902519427052605,1759902519451994977,7.86
1759902519465659400,1759902519474999579,1759902519451994977,7.92
1759902519514792947,1759902519524488812,1759902519508223941,7.96
1759902519563985948,1759902519575060481,1759902519569098588,7.93
1759902519610900210,1759902519622212275,1759902519629950332,7.92
1759902519654500960,1759902519673429149,1759902519629950332,8.01
1759902519705276897,1759902519725313311,1759902519688976768,8.0
1759902519750873597,1759902519725313311,1759902519747796763,8.0
1759902519830001151,1759902519821010094,1759902519809239940,7.86
1759902519851058144,1759902519872591080,1759902519867809940,7.95
1759902519932850429,1759902519921930920,1759902519931894323,7.95
1759902519989597457,1759902519972426384,1759902519989542071,7.95
1759902520034402704,1759902520022200789,1759902520049756575,7.9
1759902520085881666,1759902520072372608,1759902520108286719,7.86
1759902520133411387,1759902520123006235,1759902520108286719,7.94
1759902520169235086,1759902520172589697,1759902520169958720,7.97
1759902520218259146,1759902520222554113,1759902520228052025,7.94
1759902520263824636,1759902520271979775,1759902520289699239,7.96
1759902520314045058,1759902520322158518,1759902520289699239,7.93
1759902520363528541,1759902520372317693,1759902520348006250,7.98
1759902520414539153,1759902520421833928,1759902520409943134,7.98
1759902520465658653,1759902520474391138,1759902520467980823,7.98
1759902520514261232,1759902520527273626,1759902520529382050,7.9
1759902520563718324,1759902520572600844,1759902520587890012,7.98
1759902520608898082,1759902520623032157,1759902520587890012,7.98
1759902520650448097,1759902520674452117,1759902520648961513,7.99
1759902520702568788,1759902520725125098,1759902520708366199,7.96
1759902520751311653,1759902520775349948,1759902520771877694,7.98
1759902520801322116,1759902520820608186,1759902520827983934,7.94
1759902520886034608,1759902520871586898,1759902520893842748,7.92
1759902520929667418,1759902520924343326,1759902520948009164,7.93
1759902520968338334,1759902520973293836,1759902520948009164,7.99
1759902521016085489,1759902521028363428,1759902521010124628,7.98
1759902521064014930,1759902521071239010,1759902521067952999,7.98
1759902521131128827,1759902521121230597,1759902521131796064,7.94
1759902521167319843,1759902521172604279,1759902521188817893,7.95
1759902521214882577,1759902521224319591,1759902521188817893,7.9
1759902521264551742,1759902521275458106,1759902521252866719,8.02
1759902521317847996,1759902521322782908,1759902521308321833,8.01
1759902521367117622,1759902521374165097,1759902521369073306,8.03
1759902521409948238,1759902521422983756,1759902521430753143,7.99
1759902521462218654,1759902521473223565,1759902521489079099,8.0
1759902521500684911,1759902521520909453,1759902521489079099,7.97
1759902521551583962,1759902521572393355,1759902521548014152,8.02
1759902521600963998,1759902521624331940,1759902521609455666,8.04
1759902521651820378,1759902521671446613,1759902521668171743,8.07
1759902521701491616,1759902521723964669,1759902521732086324,8.07
1759902521750316077,1759902521771133966,1759902521732086324,8.07
1759902521800573589,1759902521823859085,1759902521789035375,8.1
1759902521871721237,1759902521871070031,1759902521849190846,8.13
1759902521930565098,1759902521926315256,1759902521908964192,8.15
1759902521988813527,1759902521971818900,1759902521969025354,8.09
1759902522032436999,1759902522026061370,1759902522029313277,8.08
1759902522076678385,1759902522079056332,1759902522089326127,8.2
1759902522110119990,1759902522126423745,1759902522089326127,8.12
1759902522167304979,1759902522175873684,1759902522148038367,8.25
1759902522214333639,1759902522227029332,1759902522212136015,8.12
1759902522264428052,1759902522276678859,1759902522268303923,8.16
1759902522310161291,1759902522323549629,1759902522332941807,8.2
1759902522360081904,1759902522376588193,1759902522332941807,8.16
1759902522400430887,1759902522376588193,1759902522387921017,8.16
1759902522455394237,1759902522471387382,1759902522449250328,8.21
1759902522504231732,1759902522527332878,1759902522508174421,8.07
1759902522555191939,1759902522572756629,1759902522572025260,8.13
1759902522601439526,1759902522621043930,1759902522628772198,8.15
1759902522650845841,1759902522677738397,1759902522628772198,8.11
1759902522700951726,1759902522722922143,1759902522689562434,8.03
1759902522752810179,1759902522771741284,1759902522747954246,8.04
1759902522801074074,1759902522824380800,1759902522809340845,8.08
1759902522879738028,1759902522873389951,1759902522870098260,8.11
1759902522931419285,1759902522920789756,1759902522929327612,8.13
1759902522988207320,1759902522973814274,1759902522988243489,8.09
1759902523037185563,1759902523022685433,1759902523049062400,8.07
1759902523079904237,1759902523074758173,1759902523108240916,8.01
1759902523124803352,1759902523123852085,1759902523108240916,8.01
1759902523181130602,1759902523170880795,1759902523169686477,8.01
1759902523219724873,1759902523224470777,1759902523228033604,8.06
1759902523269221801,1759902523271833551,1759902523291578081,8.0
1759902523318988060,1759902523325800479,1759902523291578081,7.98
1759902523367567034,1759902523373131282,1759902523347851399,8.04
1759902523419525437,1759902523421574900,1759902523410609914,7.91
1759902523474065604,1759902523474228222,1759902523467962232,8.01
1759902523508951701,1759902523523219780,1759902523531164630,7.9
1759902523556035025,1759902523576989493,1759902523531164630,8.03
1759902523600583705,1759902523623400300,1759902523588116246,8.06
1759902523651804216,1759902523671575297,1759902523649161497,7.95
1759902523700385585,1759902523723764868,1759902523708678385,8.05
1759902523751099244,1759902523772028574,1759902523769570586,8.1
1759902523801063719,1759902523824079593,1759902523828611690,8.06
1759902523874502529,1759902523873057064,1759902523890737003,7.96
1759902523922702864,1759902523926578285,1759902523948366005,7.94
1759902523974974412,1759902523972507166,1759902523948366005,7.95
1759902524018455564,1759902524025606686,1759902524010101788,7.95
1759902524064044089,1759902524078013631,1759902524067890274,7.99
1759902524115998374,1759902524125710109,1759902524130074127,8.03
1759902524163576086,1759902524172608952,1759902524187991828,8.08
1759902524214651722,1759902524225592792,1759902524187991828,8.08
1759902524265957526,1759902524273605391,1759902524249560964,8.05
1759902524316084590,1759902524325037123,1759902524308429161,8.04
1759902524359428061,1759902524372049162,1759902524372309466,8.03
1759902524411882666,1759902524423567038,1759902524428790188,8.07
1759902524459116366,1759902524471241174,1759902524428790188,8.08
1759902524509894336,1759902524523118913,1759902524494071535,8.05
1759902524555033347,1759902524575160915,1759902524548130928,8.11
1759902524604480290,1759902524621924110,1759902524612005472,8.06
1759902524675592922,1759902524673969418,1759902524668886675,8.09
1759902524701380900,1759902524726855944,1759902524732285035,8.07
1759902524750085894,1759902524772925773,1759902524732285035,8.02
1759902524801607837,1759902524826845480,1759902524788612526,8.03
1759902524878053668,1759902524876577825,1759902524851894846,8.05
1759902524930954952,1759902524923841982,1759902524908233989,8.04
1759902524981456377,1759902524973859008,1759902524969382686,8.11
1759902525019744998,1759902525026661023,1759902525031518168,8.07
1759902525059850028,1759902525071627506,1759902525031518168,8.07
1759902525114815331,1759902525122684016,1759902525094035836,8.11
1759902525168255749,1759902525175663779,1759902525148191762,8.09
1759902525216549251,1759902525225263291,1759902525212209198,8.08
1759902525267465985,1759902525271183255,1759902525268057378,8.11
1759902525316316435,1759902525323785821,1759902525331946861,8.06
1759902525363861426,1759902525373152702,1759902525388114228,8.07
1759902525414383340,1759902525424335712,1759902525388114228,8.06
1759902525464664688,1759902525476630594,1759902525452400655,7.98
1759902525510052852,1759902525521219480,1759902525508441672,8.04
1759902525555500479,1759902525571995778,1759902525572889816,8.04
1759902525604676387,1759902525622543552,1759902525628501277,7.99
1759902525650854702,1759902525675612594,1759902525628501277,8.03
1759902525700595934,1759902525723812528,1759902525689676174,8.01
1759902525751909902,1759902525775137949,1759902525748616648,7.98
1759902525828725636,1759902525828798885,1759902525809761167,7.98
1759902525877865846,1759902525876621132,1759902525867947539,8.0
1759902525940986499,1759902525923869669,1759902525932472188,7.97
1759902525974964372,1759902525974467989,1759902525988686434,7.96
1759902526026002397,1759902526022590917,1759902526049506928,7.99
1759902526070428023,1759902526073535555,1759902526049506928,7.97
1759902526118902949,1759902526123102455,1759902526108480785,7.95
1759902526170430574,1759902526174456330,1759902526171561953,7.93
1759902526224745332,1759902526223289377,1759902526231869082,7.94
1759902526269269706,1759902526274920628,1759902526290770982,7.94
1759902526315887505,1759902526325871407,1759902526290770982,7.95
1759902526360534842,1759902526375328329,1759902526348175318,7.98
1759902526409309468,1759902526429154549,1759902526412795970,7.97
1759902526462556338,1759902526472647193,1759902526468183716,7.97
1759902526509853528,1759902526521880841,1759902526532334325,7.99
1759902526559313215,1759902526571950937,1759902526532334325,7.99
1759902526611300473,1759902526622545390,1759902526588195781,8.02
1759902526659294075,1759902526672605908,1759902526652353253,8.04
1759902526710071615,1759902526723918273,1759902526708224497,8.03
1759902526750670002,1759902526773945619,1759902526772073293,8.0
1759902526837787181,1759902526823958156,1759902526828197076,8.0
1759902526875363137,1759902526873583788,1759902526892107299,8.02
1759902526928577826,1759902526925308867,1759902526948192019,8.01
1759902526982987695,1759902526973270129,1759902527009990240,8.03
1759902527022759242,1759902527024444613,1759902527009990240,8.06
1759902527066677153,1759902527073884823,1759902527068219954,8.07
1759902527116061908,1759902527124028158,1759902527132503114,8.09
1759902527162782142,1759902527178599303,1759902527188210317,8.09
1759902527214712361,1759902527223874553,1759902527188210317,8.08
1759902527267324726,1759902527275637725,1759902527252345106,8.08
1759902527313859348,1759902527324633450,1759902527308589499,8.08
1759902527360961567,1759902527378006710,1759902527372183741,8.04
1759902527411885595,1759902527425116655,1759902527429284551,8.07
1759902527460645544,1759902527479174956,1759902527429284551,8.07
1759902527500885500,1759902527521193701,1759902527493837273,8.07
1759902527554995269,1759902527572437516,1759902527548236031,8.05
1759902527611009635,1759902527621866455,1759902527612430874,8.06
1759902527655045631,1759902527671975154,1759902527668982751,8.14
1759902527714287857,1759902527721927918,1759902527733553057,8.13
1759902527750557613,1759902527772655713,1759902527733553057,8.12
1759902527828155793,1759902527822899820,1759902527852310379,8.15
1759902527868438620,1759902527873466460,1759902527852310379,8.15
1759902527924098643,1759902527923239371,1759902527908795008,8.07
1759902527973841358,1759902527974208195,1759902527973900861,8.08
1759902528018896219,1759902528027367739,1759902528028790571,8.0
1759902528067743974,1759902528077232235,1759902528089593682,7.99
1759902528114128180,1759902528129488994,1759902528089593682,7.96
1759902528168146455,1759902528176582968,1759902528148022294,7.98
1759902528217356287,1759902528225607398,1759902528212411686,7.94
1759902528267523729,1759902528271685803,1759902528268102638,7.94
1759902528318194666,1759902528321482300,1759902528336333096,7.99
1759902528369560684,1759902528371626157,1759902528388940812,7.94
1759902528418624699,1759902528422995751,1759902528388940812,7.93
1759902528463239084,1759902528475540579,1759902528452335231,7.93
1759902528513716335,1759902528524468179,1759902528508911265,7.92
1759902528559646086,1759902528575068885,1759902528572278311,7.93
1759902528602382115,1759902528620954451,1759902528630696302,7.93
1759902528650763685,1759902528671795434,1759902528630696302,7.9
1759902528701027349,1759902528722058928,1759902528694430868,7.88
1759902528752879127,1759902528773328357,1759902528748906181,7.89
1759902528823411166,1759902528825039166,1759902528810256326,7.89
1759902528874922085,1759902528875139098,1759902528869083958,7.91
1759902528923154571,1759902528925109904,1759902528934075186,7.95
1759902528970183084,1759902528971137702,1759902528989091941,7.91
1759902529014377481,1759902529022527440,1759902528989091941,7.96
1759902529068266709,1759902529077794862,1759902529052450751,7.97
1759902529117931552,1759902529123651324,1759902529108969105,7.99
1759902529164269260,1759902529175333649,1759902529170654539,7.99
1759902529214820080,1759902529221212683,1759902529228966368,7.98
1759902529255838309,1759902529272186199,1759902529228966368,7.96
1759902529311628687,1759902529322999299,1759902529290918500,7.96
1759902529356786168,1759902529374262056,1759902529349008747,7.99
1759902529409604667,1759902529429071256,1759902529410956882,7.99
1759902529455925934,1759902529475409345,1759902529469024487,8.01
1759902529504563792,1759902529521979526,1759902529532616471,7.99
1759902529555281982,1759902529573323407,1759902529532616471,7.97
1759902529605517943,1759902529623334641,1759902529589152149,7.95
1759902529651118267,1759902529675087130,1759902529650385863,7.94
1759902529701581602,1759902529727807322,1759902529709088998,8.0
1759902529773695484,1759902529771943748,1759902529770321780,8.01
1759902529823284724,1759902529824641688,1759902529829245946,7.99
1759902529868699585,1759902529873355782,1759902529890448390,7.98
1759902529915045990,1759902529926311081,1759902529890448390,7.98
1759902529968511140,1759902529975568529,1759902529948906028,7.98
1759902530011010229,1759902530027195450,1759902530010510447,8.0
1759902530059259978,1759902530071444410,1759902530069033389,8.01
1759902530109867758,1759902530122229908,1759902530130860773,8.02
1759902530160078731,1759902530172883836,1759902530189096308,8.02
1759902530208851787,1759902530224031403,1759902530189096308,8.01
1759902530260835627,1759902530279402353,1759902530251111620,8.02
1759902530300707443,1759902530321857217,1759902530309275749,8.01
1759902530355387627,1759902530372522586,1759902530372657303,8.0
1759902530400541381,1759902530422756343,1759902530372657303,8.01
1759902530450543186,1759902530473039104,1759902530429512749,7.99
1759902530501456868,1759902530524741688,1759902530490524220,7.99
1759902530580367333,1759902530575991360,1759902530549244227,7.97
1759902530600922194,1759902530621010628,1759902530612747232,7.96
1759902530652110840,1759902530672391229,1759902530669456290,7.96
1759902530700297699,1759902530724891823,1759902530730701696,7.96
1759902530781256374,1759902530773164496,1759902530789515712,8.05
1759902530837832028,1759902530823159959,1759902530850686827,7.99
1759902530887901212,1759902530875545514,1759902530909062869,7.97
1759902530939162175,1759902530924666362,1759902530909062869,8.03
1759902530986007310,1759902530975254945,1759902530972553921,7.97
1759902531044288411,1759902531021348909,1759902531030208700,7.98
1759902531080534192,1759902531073238599,1759902531091815053,8.05
1759902531125957329,1759902531123960727,1759902531149054070,8.03
1759902531174119722,1759902531174889257,1759902531149054070,8.02
1759902531216932167,1759902531224601361,1759902531212794568,8.0
1759902531267459293,1759902531274808808,1759902531269116368,8.0
1759902531314708837,1759902531324613829,1759902531332615706,8.01
1759902531368949795,1759902531378691606,1759902531389304546,8.02
1759902531408460012,1759902531421806387,1759902531389304546,8.03
1759902531456667491,1759902531472699730,1759902531452615034,8.03
1759902531506656853,1759902531525559187,1759902531509111758,8.06
1759902531556909246,1759902531574346059,1759902531572713841,8.07
1759902531600593601,1759902531623329426,1759902531572713841,8.09
1759902531651962981,1759902531677547440,1759902531629786501,8.04
1759902531702659489,1759902531726851777,1759902531694551850,8.08
1759902531780881313,1759902531774849837,1759902531749006916,7.98
1759902531834304684,1759902531821260484,1759902531812776289,8.0
1759902531874087660,1759902531871753395,1759902531869130360,7.97
1759902531923567532,1759902531923704823,1759902531931193864,7.95
1759902531975200353,1759902531972541330,1759902531989288881,7.96
1759902532024303638,1759902532024483490,1759902532052486505,7.99
1759902532079538168,1759902532073386243,1759902532052486505,7.96
1759902532123923669,1759902532123385694,1759902532109054945,8.01
1759902532175604592,1759902532177755237,1759902532175539518,7.97
1759902532219480281,1759902532225083982,1759902532229157690,7.99
1759902532268520246,1759902532275046222,1759902532295720692,7.97
1759902532318179689,1759902532328089770,1759902532295720692,7.98
1759902532366262490,1759902532373361599,1759902532348120654,7.99
1759902532411099150,1759902532422436940,1759902532412977066,7.99
1759902532455246438,1759902532472095432,1759902532468216646,7.96
1759902532505176146,1759902532522914263,1759902532530304326,7.98
1759902532550412196,1759902532572576071,1759902532530304326,8.0
1759902532600458887,1759902532623922668,1759902532588339559,7.98
1759902532650260592,1759902532673434100,1759902532652544701,8.03
1759902532729784224,1759902532725149669,1759902532708397268,8.03
1759902532778466868,1759902532773203635,1759902532773041396,8.05
1759902532867545004,1759902532874508133,1759902532894241240,8.04
1759902532922831783,1759902532925074855,1759902532948465166,8.04
1759902532975632559,1759902532976906705,1759902532948465166,8.04
1759902533023600842,1759902533025363919,1759902533012554156,8.0
1759902533079823494,1759902533071325992,1759902533068453102,8.01
1759902533124001469,1759902533121617570,1759902533132469084,8.09
1759902533172779314,1759902533172700314,1759902533188324245,8.02
1759902533222823861,1759902533224070134,1759902533252473721,7.97
1759902533272478676,1759902533272612921,1759902533252473721,7.99
1759902533322520778,1759902533322448080,1759902533308357909,8.06
1759902533360412133,1759902533374341768,1759902533378888516,8.0
1759902533420021563,1759902533423222599,1759902533429640350,8.02
1759902533468278496,1759902533473823876,1759902533497966640,8.02
1759902533513660535,1759902533527981305,1759902533497966640,8.05
1759902533568575676,1759902533578775750,1759902533549023053,8.06
1759902533606059114,1759902533631337941,1759902533612485431,8.06
1759902533654996172,1759902533672156569,1759902533669264923,8.09
1759902533700776709,1759902533721646030,1759902533729602060,8.06
1759902533773011442,1759902533773245858,1759902533788823582,8.05
1759902533824188565,1759902533824357838,1759902533852523312,8.06
1759902533868503752,1759902533873494576,1759902533852523312,8.01
1759902533919432292,1759902533924099039,1759902533908735323,8.05
1759902533967693423,1759902533975269069,1759902533972633891,8.0
1759902534015333341,1759902534021247163,1759902534028643938,8.01
1759902534055836930,1759902534072090942,1759902534028643938,8.02
1759902534108897310,1759902534123413171,1759902534094316124,8.03
1759902534159190490,1759902534176646120,1759902534148219409,8.04
1759902534208978699,1759902534225190480,1759902534212528308,8.05
1759902534255374548,1759902534275640569,1759902534268214198,8.04
1759902534308036800,1759902534321342016,1759902534332677361,8.04
1759902534351003869,1759902534372089291,1759902534332677361,7.99
1759902534401466322,1759902534423903819,1759902534388850458,8.0
1759902534450490967,1759902534473718368,1759902534452382689,7.98
1759902534500510156,1759902534473718368,1759902534508370253,7.98
1759902534552098603,1759902534527927435,1759902534572937545,7.92
1759902534600367067,1759902534621995553,1759902534572937545,7.94
1759902534651601901,1759902534672543499,1759902534629147162,7.86
1759902534700387841,1759902534725626842,1759902534694436088,7.92
1759902534780676250,1759902534775737054,1759902534812544715,7.9
1759902534829253994,1759902534822394301,1759902534812544715,7.95
1759902534863849752,1759902534875864702,1759902534868624515,8.05
1759902534914449877,1759902534925954284,1759902534933336452,7.95
1759902534959838338,1759902534971910085,1759902534933336452,7.53
1759902535009981763,1759902535022789041,1759902534988401790,7.56
1759902535058939420,1759902535079017294,1759902535052233771,7.73
1759902535115280698,1759902535121745989,1759902535108546354,7.73
1759902535165093013,1759902535174580429,1759902535170405920,7.6
1759902535215867359,1759902535225009568,1759902535229247168,7.89
1759902535263643847,1759902535275572422,1759902535295112281,7.97
1759902535314087965,1759902535322041861,1759902535295112281,7.98
1759902535354474741,1759902535374428829,1759902535348390826,8.0
1759902535408993228,1759902535426062061,1759902535409697569,8.0
1759902535459027034,1759902535478606929,1759902535468475897,8.01
1759902535500437790,1759902535522021601,1759902535530041974,8.06
1759902535550577308,1759902535574364204,1759902535530041974,8.01
1759902535600473943,1759902535624487852,1759902535588721264,7.92
1759902535650683996,1759902535671577392,1759902535649478510,8.05
1759902535722172858,1759902535722379832,1759902535708364112,7.84
1759902535780060760,1759902535780188744,1759902535769873351,8.07
1759902535822625654,1759902535826630721,1759902535828405741,8.0
1759902535868690673,1759902535872071421,1759902535889507994,8.12
1759902535918914061,1759902535926916920,1759902535889507994,8.04
1759902535972172979,1759902535975709884,1759902535950945326,8.06
1759902536017711044,1759902536022413288,1759902536009872307,8.18
1759902536054849284,1759902536074461731,1759902536068535817,8.14
1759902536104923247,1759902536131222437,1759902536130806535,8.15
1759902536151171485,1759902536131222437,1759902536130806535,8.15
1759902536201139005,1759902536223818192,1759902536188915810,8.05
1759902536250688860,1759902536223818192,1759902536252409006,8.05
1759902536303855853,1759902536323826422,1759902536308625686,8.03
1759902536350053956,1759902536373428857,1759902536372424214,8.06
1759902536401361738,1759902536427357019,1759902536372424214,8.14
1759902536451335530,1759902536472119759,1759902536430797842,8.11
1759902536500454184,1759902536523665704,1759902536494109092,8.02
1759902536551536287,1759902536575580994,1759902536548776451,8.08
1759902536601116600,1759902536622351206,1759902536612104694,8.13
1759902536684431622,1759902536675899384,1759902536669141055,7.99
1759902536741057341,1759902536727006264,1759902536732171731,8.11
1759902536785005318,1759902536771626231,1759902536788848246,8.13
1759902536839527392,1759902536824037365,1759902536852093551,8.03
1759902536884257779,1759902536876877565,1759902536908538636,8.17
1759902536935778978,1759902536922322674,1759902536908538636,8.04
1759902536987408253,1759902536975413301,1759902536970044057,8.07
1759902537033664265,1759902537021041188,1759902537028999162,8.05
1759902537084101530,1759902537072954864,1759902537093664831,7.95
1759902537132827486,1759902537126744763,1759902537148793529,8.06
1759902537182152774,1759902537171747620,1759902537209768721,7.98
1759902537220499455,1759902537228088837,1759902537209768721,8.07
1759902537283938388,1759902537271229297,1759902537268665395,8.02
1759902537330887811,1759902537322891965,1759902537330674194,7.95
1759902537364249750,1759902537375391898,1759902537388461345,8.03
1759902537413961764,1759902537422207476,1759902537388461345,8.0
1759902537455006103,1759902537473365523,1759902537449503995,7.98
1759902537505852967,1759902537531349359,1759902537508447217,7.95
1759902537554846643,1759902537571651874,1759902537572531660,8.07
1759902537600342158,1759902537623638500,1759902537572531660,7.99
1759902537678208294,1759902537676442591,1759902537691133476,7.95
1759902537728337562,1759902537722835765,1759902537748765111,7.99
1759902537777831620,1759902537774633691,1759902537748765111,7.96
1759902537822446749,1759902537821900268,1759902537810268067,7.82
1759902537873077862,1759902537874181484,1759902537868607991,7.86
1759902537926369553,1759902537926694341,1759902537932803835,7.88
1759902537971944248,1759902537972215324,1759902537988872233,7.92
1759902538027334525,1759902538024763779,1759902538051606444,7.83
1759902538069797044,1759902538071959271,1759902538051606444,7.82
1759902538119341298,1759902538126340175,1759902538108616425,7.89
1759902538165875270,1759902538171451258,1759902538172629502,7.95
1759902538204905172,1759902538223695874,1759902538228831895,7.93
1759902538262171802,1759902538271268203,1759902538290226294,7.94
1759902538305422952,1759902538325366229,1759902538290226294,7.99
1759902538357411351,1759902538371070601,1759902538348487458,7.99
1759902538405515022,1759902538423804890,1759902538409524667,8.01
1759902538450431153,1759902538470824758,1759902538468343853,7.95
1759902538500266612,1759902538524659692,1759902538468343853,7.93
1759902538552032988,1759902538571081541,1759902538533045070,7.95
1759902538600216351,1759902538623168247,1759902538588861268,7.98
1759902538683799944,1759902538670841999,1759902538708660454,7.96
1759902538730616083,1759902538723370255,1759902538708660454,7.94
1759902538781665444,1759902538776693345,1759902538769673819,7.94
1759902538823322278,1759902538823244200,1759902538829499221,8.01
1759902538872519692,1759902538880064319,1759902538890373690,8.03
1759902538923999051,1759902538922830957,1759902538948782265,8.05
1759902538970506142,1759902538978699554,1759902538948782265,8.04
1759902539012592555,1759902539022797367,1759902539009888025,8.01
1759902539062768382,1759902539074775627,1759902539068427498,8.01
1759902539109516532,1759902539121241559,1759902539131053052,8.01
1759902539159174372,1759902539174494786,1759902539131053052,7.95
1759902539209069976,1759902539226197981,1759902539188796961,7.94
1759902539258860990,1759902539271347627,1759902539249623118,7.9
1759902539308926456,1759902539323842190,1759902539308433738,7.89
1759902539359282216,1759902539376622216,1759902539370178024,7.98
1759902539405304123,1759902539427844626,1759902539431088332,8.0
1759902539486317652,1759902539474693828,1759902539490173735,7.93
1759902539501437524,1759902539520148795,1759902539490173735,7.97
1759902539550329156,1759902539572941215,1759902539549259038,7.95
1759902539629413982,1759902539625905561,1759902539609633486,7.98
1759902539673838498,1759902539671423849,1759902539669306327,8.03
1759902539717493718,1759902539724354823,1759902539730028928,8.05
1759902539770356682,1759902539775671112,1759902539789040370,8.01
1759902539820856515,1759902539821649776,1759902539789040370,8.01
1759902539869180075,1759902539873092465,1759902539852768954,8.01
1759902539918937395,1759902539926661644,1759902539908545426,8.07
1759902539970717738,1759902539971939584,1759902539970578302,8.08
1759902540019286625,1759902540024797659,1759902540028634215,8.07
1759902540068984391,1759902540076221783,1759902540093627307,7.93
1759902540116001433,1759902540122423632,1759902540093627307,8.06
1759902540159301036,1759902540177256367,1759902540148454411,7.97
1759902540209025523,1759902540220837536,1759902540210453673,7.95
1759902540259227009,1759902540273028541,1759902540268700569,8.03
1759902540304812124,1759902540324902551,1759902540330010618,7.97
1759902540355719575,1759902540371740592,1759902540330010618,7.91
1759902540426246435,1759902540425493631,1759902540449869328,8.06
1759902540455109497,1759902540477361721,1759902540449869328,7.95
1759902540500558633,1759902540523312272,1759902540508747667,7.96
1759902540578593060,1759902540577804628,1759902540570162486,8.05
1759902540627811574,1759902540623019949,1759902540629159550,7.92
1759902540668600676,1759902540677051378,1759902540690258357,7.91
1759902540718414023,1759902540722402468,1759902540690258357,8.02
1759902540763533211,1759902540776343615,1759902540748454267,7.97
1759902540814219059,1759902540821135930,1759902540812358205,8.05
1759902540859087449,1759902540874187062,1759902540868611846,7.99
1759902540909493785,1759902540926437790,1759902540930359699,8.0
