camera,lidar_ts,radar_ts,distance_m
1759902490806573172,1759902490829406778,1759902490829861213,6.15
1759902490856058006,1759902490875396854,1759902490829861213,6.14
1759902490905347267,1759902490932286523,1759902490893702765,6.11
1759902490958496321,1759902490974193763,1759902490947100563,6.12
1759902491000851994,1759902490974193763,1759902491011142035,6.12
1759902491080198652,1759902491075179160,1759902491067140617,6.1
1759902491131558848,1759902491131438508,1759902491134927425,6.1
1759902491189598648,1759902491179473520,1759902491186460189,6.09
1759902491236179620,1759902491230079460,1759902491251600265,6.09
1759902491275856270,1759902491275515010,1759902491251600265,6.09
1759902491327516979,1759902491333837388,1759902491307076782,6.09
1759902491379376055,1759902491374419544,1759902491377271246,6.1
1759902491419529764,1759902491425521949,1759902491429837179,6.1
1759902491478666063,1759902491475332944,1759902491494034488,6.09
1759902491515851367,1759902491527114152,1759902491494034488,6.08
1759902491568276622,1759902491574547488,1759902491547718942,6.1
1759902491618399141,1759902491625443510,1759902491615051223,6.12
1759902491664857549,1759902491677290744,1759902491667740130,6.08
1759902491715318853,1759902491727809346,1759902491731784429,6.06
1759902491769166808,1759902491774965414,1759902491788707371,6.06
1759902491811193686,1759902491826443705,1759902491788707371,6.05
1759902491872297673,1759902491878374709,1759902491851545632,6.06
1759902491907825670,1759902491933954523,1759902491907423935,6.05
1759902491951299724,1759902491933954523,1759902491972292383,6.05
1759902492002432557,1759902492025782747,1759902492027781384,6.06
1759902492051623831,1759902492074605279,1759902492027781384,6.05
1759902492132155687,1759902492128937516,1759902492147682674,6.04
1759902492186552768,1759902492174204876,1759902492215183587,6.04
1759902492231846378,1759902492229051343,1759902492215183587,6.04
1759902492287804112,1759902492275197708,1759902492266934707,6.03
1759902492337995561,1759902492326935894,1759902492332104289,6.01
1759902492375441633,1759902492375387319,1759902492387579905,6.02
1759902492421774131,1759902492428137483,1759902492454846451,6.01
1759902492466433373,1759902492475115562,1759902492454846451,6.0
1759902492520537246,1759902492530707389,1759902492506909937,5.99
1759902492569701188,1759902492575758236,1759902492571687782,5.99
1759902492610114141,1759902492627042508,1759902492627660014,5.98
1759902492657218089,1759902492675071017,1759902492627660014,5.97
1759902492733300158,1759902492728343937,1759902492747298283,5.96
1759902492761952027,1759902492778262387,1759902492747298283,5.96
1759902492809795244,1759902492826419752,1759902492815241138,5.95
1759902492882678108,1759902492880494649,1759902492867322998,5.94
1759902492912129170,1759902492923786025,1759902492932852786,5.93
1759902492957066571,1759902492979476219,1759902492932852786,5.93
1759902493000744163,1759902492979476219,1759902492987214059,5.93
1759902493075367643,1759902493076263680,1759902493055087692,5.91
1759902493122600597,1759902493124408511,1759902493106597433,5.91
1759902493178935229,1759902493179541614,1759902493175170157,5.92
1759902493219497406,1759902493225974034,1759902493228813963,5.91
1759902493267896953,1759902493280768512,1759902493293859899,5.91
1759902493318573216,1759902493325411482,1759902493293859899,5.9
1759902493367818073,1759902493383186829,1759902493346825434,5.9
1759902493419692989,1759902493427100159,1759902493415391716,5.9
1759902493467249510,1759902493476537873,1759902493466606615,5.9
1759902493516207129,1759902493533564203,1759902493531517253,5.9
1759902493564203998,1759902493576831473,1759902493586701063,5.9
1759902493614352577,1759902493628768928,1759902493586701063,5.89
1759902493667077643,1759902493674273200,1759902493651850897,5.89
1759902493713509421,1759902493728669950,1759902493706518644,5.9
1759902493763113652,1759902493776535449,1759902493771620076,5.91
1759902493804412913,1759902493828804747,1759902493826872977,5.92
1759902493854863577,1759902493876485484,1759902493826872977,5.93
1759902493906470613,1759902493924815688,1759902493892922826,5.94
1759902493957004305,1759902493979919496,1759902493946965061,5.95
1759902494002285681,1759902494024450543,1759902494011162180,5.93
1759902494072032222,1759902494076089751,1759902494066557012,5.93
1759902494117789445,1759902494124921510,1759902494131107013,5.93
1759902494167546086,1759902494177022067,1759902494186910443,5.93
1759902494237665176,1759902494225814331,1759902494255098365,5.93
1759902494275740826,1759902494275666445,1759902494255098365,5.92
1759902494322583006,1759902494326900160,1759902494306806604,5.93
1759902494365760155,1759902494374326733,1759902494371393285,5.93
1759902494416266153,1759902494431874666,1759902494428823574,5.93
1759902494465045954,1759902494477871686,1759902494493445673,5.93
1759902494563023492,1759902494576914583,1759902494546668948,5.93
1759902494613783956,1759902494624164660,1759902494611406447,5.93
1759902494664751905,1759902494678095372,1759902494666988775,5.92
1759902494716003794,1759902494726399497,1759902494734966386,5.97
1759902494765009175,1759902494778584995,1759902494787769261,5.93
1759902494809919444,1759902494826255182,1759902494787769261,5.92
1759902494860557735,1759902494873778830,1759902494851164352,5.92
1759902494905288092,1759902494926689290,1759902494907230743,5.92
1759902494956856205,1759902494977701012,1759902494971246647,5.9
1759902495006911715,1759902495028994972,1759902495029032403,5.89
1759902495050680290,1759902495028994972,1759902495029032403,5.89
1759902495126996716,1759902495125366470,1759902495147275745,5.88
1759902495173226108,1759902495177341377,1759902495147275745,5.87
1759902495223885189,1759902495225751514,1759902495210964917,5.86
1759902495283489810,1759902495274059165,1759902495267236889,5.85
1759902495321153816,1759902495327661573,1759902495331366450,5.84
1759902495370570901,1759902495375940619,1759902495387025084,5.83
1759902495410998521,1759902495424351407,1759902495387025084,5.86
1759902495464170479,1759902495477205369,1759902495451268702,5.84
1759902495513375069,1759902495525885760,1759902495506640159,5.84
1759902495555311734,1759902495577244283,1759902495571096402,5.83
1759902495604838618,1759902495626289259,1759902495628114436,5.82
1759902495654469269,1759902495677547461,1759902495628114436,5.82
1759902495706544057,1759902495724479341,1759902495693707264,5.8
1759902495750337940,1759902495724479341,1759902495747764588,5.8
1759902495808162730,1759902495831752035,1759902495809178746,5.8
1759902495854897055,1759902495875519348,1759902495866713434,5.82
1759902495907813826,1759902495923793035,1759902495931437166,5.8
1759902495956327960,1759902495981406122,1759902495931437166,5.78
1759902495999719327,1759902495981406122,1759902495987481114,5.78
1759902496050234393,1759902496027814816,1759902496051137754,5.83
1759902496130389701,1759902496129175608,1759902496106819803,5.79
1759902496174052665,1759902496177816595,1759902496169536712,5.7
1759902496214132974,1759902496229609425,1759902496228822105,5.58
1759902496269004358,1759902496274965203,1759902496293827264,5.76
1759902496318474554,1759902496328529548,1759902496293827264,5.75
1759902496367869457,1759902496376363958,1759902496347099722,5.75
1759902496419582365,1759902496425418272,1759902496411555805,5.73
1759902496469342433,1759902496474171281,1759902496466810389,5.72
1759902496519690371,1759902496527314334,1759902496531999348,5.73
1759902496569092427,1759902496576483736,1759902496586814045,5.72
1759902496610572031,1759902496628912909,1759902496586814045,5.71
1759902496654624287,1759902496675153573,1759902496652127721,5.71
1759902496704768737,1759902496724150687,1759902496706794496,5.69
1759902496755454598,1759902496779216493,1759902496771354686,5.66
1759902496801035355,1759902496779216493,1759902496829025394,5.66
1759902496850231920,1759902496828990858,1759902496829025394,5.66
1759902496900493634,1759902496877043563,1759902496893426642,5.65
1759902496950696625,1759902496975135569,1759902496947901551,5.63
1759902497000518231,1759902497023721881,1759902497011149492,5.67
1759902497050444736,1759902497023721881,1759902497067230150,5.67
1759902497132800866,1759902497127278677,1759902497131352166,5.65
1759902497181193199,1759902497176378197,1759902497187173160,5.64
1759902497228244868,1759902497230113116,1759902497251450983,5.63
1759902497281780217,1759902497275720404,1759902497307856497,5.62
1759902497339892578,1759902497323939586,1759902497369222003,5.61
1759902497369878861,1759902497378986408,1759902497369222003,5.59
1759902497425504694,1759902497431515452,1759902497431018628,5.62
1759902497473214055,1759902497476716785,1759902497489645657,5.58
1759902497525154691,1759902497528190633,1759902497547079737,5.57
1759902497581360376,1759902497581194941,1759902497611715942,5.54
1759902497623168106,1759902497625066044,1759902497611715942,5.51
1759902497674755620,1759902497677034954,1759902497667164487,5.5
1759902497724949976,1759902497728322619,1759902497731581074,5.48
1759902497766984407,1759902497780368314,1759902497787659417,5.45
1759902497822166256,1759902497825319080,1759902497851460453,5.47
1759902497864072272,1759902497878584625,1759902497851460453,5.44
1759902497907038064,1759902497924311877,1759902497907069915,5.43
1759902497952000803,1759902497974670235,1759902497971616559,5.41
1759902498007665419,1759902498027294410,1759902498028969225,5.4
1759902498050866218,1759902498027294410,1759902498028969225,5.4
1759902498120225733,1759902498131141277,1759902498093112001,5.36
1759902498168655072,1759902498176450264,1759902498147742200,5.35
1759902498210912838,1759902498224098659,1759902498211494905,5.36
1759902498267049432,1759902498284072087,1759902498266961946,5.31
1759902498316031372,1759902498329645557,1759902498335765453,5.26
1759902498366739415,1759902498374227973,1759902498388365423,5.2
1759902498413247431,1759902498422746061,1759902498388365423,5.15
1759902498508767676,1759902498524501281,1759902498508041425,5.38
1759902498555440737,1759902498576261313,1759902498570810229,5.4
1759902498600554402,1759902498576261313,1759902498570810229,5.4
1759902498650750331,1759902498629340614,1759902498636109654,5.38
1759902498701282128,1759902498723125930,1759902498694041181,5.37
1759902498750791011,1759902498777419300,1759902498747779294,5.4
1759902498801436634,1759902498777419300,1759902498810077313,5.4
1759902498851038624,1759902498876434539,1759902498867642343,5.39
1759902498902208564,1759902498922863917,1759902498867642343,5.41
1759902498954237768,1759902498973112175,1759902498937055920,5.38
1759902499002575334,1759902499024970765,1759902498987347250,5.38
1759902499051257143,1759902499024970765,1759902499051808281,5.38
1759902499123271767,1759902499122454232,1759902499107100780,5.33
1759902499194848687,1759902499174051836,1759902499176500882,5.33
1759902499226077053,1759902499226230574,1759902499235166955,5.3
1759902499271975150,1759902499279304525,1759902499293597450,5.29
1759902499321529498,1759902499325990210,1759902499348391391,5.25
1759902499366541681,1759902499376114312,1759902499348391391,4.92
1759902499424689819,1759902499423883606,1759902499415847317,5.18
1759902499477497584,1759902499477683858,1759902499467098432,5.17
1759902499526052613,1759902499522619155,1759902499532757421,5.17
1759902499571542193,1759902499576980263,1759902499587844228,5.14
1759902499621336328,1759902499622008506,1759902499652117933,5.16
1759902499672841275,1759902499676069163,1759902499652117933,5.12
1759902499716610404,1759902499728172047,1759902499707119249,5.13
1759902499760048414,1759902499773299038,1759902499777186078,5.11
1759902499809305798,1759902499825698296,1759902499826861778,5.09
1759902499859428989,1759902499875040451,1759902499826861778,5.11
1759902499914505066,1759902499922145834,1759902499893757188,5.12
1759902499956247311,1759902499974894105,1759902499947011401,5.12
1759902500004678445,1759902500021776554,1759902500009645889,5.14
1759902500051417781,1759902500073913082,1759902500067015347,5.14
1759902500121308696,1759902500121921341,1759902500133841986,5.16
1759902500171820856,1759902500178616978,1759902500187140644,5.18
1759902500216920395,1759902500222547584,1759902500187140644,5.19
1759902500267566510,1759902500275726675,1759902500251612626,5.24
1759902500317879190,1759902500323332188,1759902500307367033,5.28
1759902500367229531,1759902500376738330,1759902500371515320,5.32
1759902500418685095,1759902500423779040,1759902500426934289,5.38
1759902500469544685,1759902500476888849,1759902500493606685,5.44
1759902500518266150,1759902500526028409,1759902500493606685,5.5
1759902500562670888,1759902500573315547,1759902500546884483,5.6
1759902500610745153,1759902500625125885,1759902500612142179,5.71
1759902500658725689,1759902500673541399,1759902500667724319,5.78
1759902500704712966,1759902500723912631,1759902500737605976,5.87
1759902500755881053,1759902500774435651,1759902500737605976,6.0
1759902500804615513,1759902500824124195,1759902500787896615,6.13
1759902500854755615,1759902500875636837,1759902500849894833,6.28
1759902500904517769,1759902500924484993,1759902500908514639,6.39
1759902500950994386,1759902500972860331,1759902500969616262,6.55
1759902501001044498,1759902501025722969,1759902501028851798,6.77
1759902501078450281,1759902501074788839,1759902501090567149,6.93
1759902501131783956,1759902501122297569,1759902501147447296,7.14
1759902501179903136,1759902501171626018,1759902501209344102,7.3
1759902501229577733,1759902501224846427,1759902501209344102,7.58
1759902501274156171,1759902501274076249,1759902501267879888,7.78
1759902501324423996,1759902501323081905,1759902501335787672,7.9
1759902501377347932,1759902501372252614,1759902501387943928,8.06
1759902501424581959,1759902501425827026,1759902501455493632,8.25
1759902501476448554,1759902501475369302,1759902501455493632,8.49
1759902501520363250,1759902501530343486,1759902501507763624,8.66
1759902501577866282,1759902501574778281,1759902501571486121,8.64
1759902501623206338,1759902501624097693,1759902501627225209,8.51
1759902501668332948,1759902501673499041,1759902501693695871,8.24
1759902501719569605,1759902501723250644,1759902501693695871,8.05
1759902501763201644,1759902501773263615,1759902501747835709,7.99
1759902501809438625,1759902501822805089,1759902501811253696,7.93
1759902501850390388,1759902501873154790,1759902501867505249,7.91
1759902501900339868,1759902501922519509,1759902501931473453,7.94
1759902501951349444,1759902501973392074,1759902501931473453,7.72
1759902502000445942,1759902502023227707,1759902501987126447,7.66
1759902502077177483,1759902502080825189,1759902502055517681,7.78
1759902502122444781,1759902502123306389,1759902502106892661,7.76
1759902502172688060,1759902502175252045,1759902502172084502,7.72
1759902502223821461,1759902502227542926,1759902502227628419,7.68
1759902502272142144,1759902502274726387,1759902502293115631,7.77
1759902502326488103,1759902502326579687,1759902502347266289,7.78
1759902502379838630,1759902502374056276,1759902502411588316,7.69
1759902502414991437,1759902502422075225,1759902502411588316,7.72
1759902502463870692,1759902502472873469,1759902502467517886,7.69
1759902502513462271,1759902502522708301,1759902502531552537,7.71
1759902502568235623,1759902502575186319,1759902502589410153,7.67
1759902502610008357,1759902502625283810,1759902502589410153,7.65
1759902502654765925,1759902502674469879,1759902502651434050,7.65
1759902502704150050,1759902502725243185,1759902502707708576,7.7
1759902502750115525,1759902502725243185,1759902502771409272,7.7
1759902502800414220,1759902502775150675,1759902502828278088,7.72
1759902502850409927,1759902502871364469,1759902502828278088,7.74
1759902502900526195,1759902502921351069,1759902502893483153,7.7
1759902502951418668,1759902502971750034,1759902502947743921,7.74
1759902502999669087,1759902503022617249,1759902503011372970,7.68
1759902503071445117,1759902503073215112,1759902503067443478,7.66
1759902503121537098,1759902503124287918,1759902503135604434,7.77
1759902503168180792,1759902503174325616,1759902503186947935,7.74
1759902503219502531,1759902503221117742,1759902503251465624,7.76
1759902503268499661,1759902503272412701,1759902503251465624,7.72
1759902503313145948,1759902503325138890,1759902503307733347,7.75
1759902503365564602,1759902503370950623,1759902503375896807,7.8
1759902503414848597,1759902503422914032,1759902503428267741,7.83
1759902503465004730,1759902503474998101,1759902503494284200,7.87
1759902503509641108,1759902503522476302,1759902503494284200,7.83
1759902503555304299,1759902503574388714,1759902503547603547,7.79
1759902503600164242,1759902503621433321,1759902503615697766,7.74
1759902503680491540,1759902503673329603,1759902503667629154,7.69
1759902503700200473,1759902503725326105,1759902503731555309,7.68
1759902503749988426,1759902503771778546,1759902503731555309,7.65
1759902503800210635,1759902503824679147,1759902503787755834,7.64
1759902503850378069,1759902503871163789,1759902503851224639,7.69
1759902503901106049,1759902503923439533,1759902503907631607,7.74
1759902503950767432,1759902503974483363,1759902503977411150,7.67
1759902504000503716,1759902504022165182,1759902503977411150,7.75
1759902504080767724,1759902504073930384,1759902504096037316,7.71
1759902504133046102,1759902504120705970,1759902504148191889,7.78
1759902504182535357,1759902504172562235,1759902504215344267,7.8
1759902504231100946,1759902504224661242,1759902504215344267,7.77
1759902504285748098,1759902504271614125,1759902504267524299,7.76
1759902504320094361,1759902504322704384,1759902504335435800,7.9
1759902504370676444,1759902504374224981,1759902504387623275,7.81
1759902504414291029,1759902504420950000,1759902504387623275,7.78
1759902504460246936,1759902504472157693,1759902504451332587,7.72
1759902504504792903,1759902504525297839,1759902504507606542,7.69
1759902504556348927,1759902504580142166,1759902504571511576,7.65
1759902504605830077,1759902504621506162,1759902504628203766,7.65
1759902504656275500,1759902504672804807,1759902504628203766,7.7
1759902504700146252,1759902504723864368,1759902504693310145,7.79
1759902504750744766,1759902504774974124,1759902504747565952,7.81
1759902504799872204,1759902504821188402,1759902504811296605,7.83
1759902504850719460,1759902504872168662,1759902504867653197,7.82
1759902504899825066,1759902504923134675,1759902504931759534,7.85
1759902504951390388,1759902504974312160,1759902504931759534,7.89
1759902505001015482,1759902504974312160,1759902504987633548,7.89
1759902505089752570,1759902505071290046,1759902505107483682,7.87
1759902505131963055,1759902505121163632,1759902505107483682,7.95
1759902505180489680,1759902505172416891,1759902505175661690,7.95
1759902505230769699,1759902505223188494,1759902505228287259,7.94
1759902505280988491,1759902505278052909,1759902505290335162,7.9
1759902505336973055,1759902505321191289,1759902505348140448,7.94
1759902505426663937,1759902505422240566,1759902505415816693,7.94
1759902505472848779,1759902505472736556,1759902505467283768,7.84
1759902505523360578,1759902505522416904,1759902505532172973,7.92
1759902505563395878,1759902505574349855,1759902505587891993,7.85
1759902505613691176,1759902505626857559,1759902505587891993,7.78
1759902505663366054,1759902505677972666,1759902505652004742,7.86
1759902505704819410,1759902505724788217,1759902505707828431,7.88
1759902505754800600,1759902505771090222,1759902505769259621,7.87
1759902505804999364,1759902505822209035,1759902505827714804,7.88
1759902505850401769,1759902505872187490,1759902505827714804,7.88
1759902505901245900,1759902505922003397,1759902505890061224,7.88
1759902505951216791,1759902505972097872,1759902505947767853,7.95
1759902506035167628,1759902506024689907,1759902506011544042,7.87
1759902506085643289,1759902506072003425,1759902506067858594,7.86
1759902506135290514,1759902506125265002,1759902506131664490,7.95
1759902506187970466,1759902506173740971,1759902506187898369,8.06
1759902506227722217,1759902506222726438,1759902506251470049,7.9
1759902506282148438,1759902506273270599,1759902506307752921,7.94
1759902506323918737,1759902506323128855,1759902506307752921,7.98
1759902506372162133,1759902506372843108,1759902506375359994,8.0
1759902506419340064,1759902506423372922,1759902506428752400,7.98
1759902506467908869,1759902506474813918,1759902506493164748,8.02
1759902506517974059,1759902506525153700,1759902506493164748,8.05
1759902506567891718,1759902506574542303,1759902506547807302,8.06
1759902506619058142,1759902506626381246,1759902506611480665,8.02
1759902506668689858,1759902506675524714,1759902506667591360,8.07
1759902506717719870,1759902506726712779,1759902506731637472,8.05
1759902506764864778,1759902506775793266,1759902506788045101,8.02
1759902506813422642,1759902506820829695,1759902506788045101,8.05
1759902506883575535,1759902506871227478,1759902506907858675,8.06
1759902506900618700,1759902506921145147,1759902506907858675,8.0
1759902506984353507,1759902506971838221,1759902506971702623,8.01
1759902507022766171,1759902507022316496,1759902507028110513,8.0
1759902507070840666,1759902507075384997,1759902507093823043,7.98
1759902507119424630,1759902507122546276,1759902507093823043,7.99
1759902507168498766,1759902507178069904,1759902507147489350,7.95
1759902507217794022,1759902507222701653,1759902507211489215,7.94
1759902507270150950,1759902507273180099,1759902507267661697,7.91
1759902507320719377,1759902507323359867,1759902507335602394,7.94
1759902507369538948,1759902507374204319,1759902507387603996,8.0
1759902507417599978,1759902507424397722,1759902507387603996,7.95
1759902507454366262,1759902507474724981,1759902507451541552,7.94
1759902507500816199,1759902507525204509,1759902507507577454,8.01
1759902507550174625,1759902507571085183,1759902507575573216,7.95
1759902507600523033,1759902507621447708,1759902507575573216,7.97
1759902507650534351,1759902507672230643,1759902507629498375,8.0
1759902507700474824,1759902507723626373,1759902507693992329,8.01
1759902507750673358,1759902507773808986,1759902507747713039,8.02
1759902507829753605,1759902507828516963,1759902507811493065,8.01
1759902507851286446,1759902507872679681,1759902507867681337,8.02
1759902507900351434,1759902507921517868,1759902507932006039,8.06
1759902507988151981,1759902507972561789,1759902507988101585,8.05
1759902508025078400,1759902508023218874,1759902508049818449,8.06
1759902508068317321,1759902508076029284,1759902508049818449,8.0
1759902508117461801,1759902508120971113,1759902508107428644,7.98
1759902508167481304,1759902508174548992,1759902508172004825,7.98
1759902508218051524,1759902508223533677,1759902508228270734,7.92
1759902508263748429,1759902508275258784,1759902508294926027,8.0
1759902508314870779,1759902508321793421,1759902508294926027,8.04
1759902508364404679,1759902508372364433,1759902508348276043,8.02
1759902508414974668,1759902508423692233,1759902508412135671,8.06
1759902508463848563,1759902508475367635,1759902508468368167,8.05
1759902508508695742,1759902508521459050,1759902508532365216,8.08
1759902508558592122,1759902508572902661,1759902508532365216,8.09
1759902508609851552,1759902508625194143,1759902508588287692,8.0
1759902508659164432,1759902508671416607,1759902508651600150,8.03
1759902508708610485,1759902508722913029,1759902508708337265,8.11
1759902508759930881,1759902508773969113,1759902508772147750,8.04
1759902508805727055,1759902508824698435,1759902508828472531,8.06
1759902508854885130,1759902508879845728,1759902508828472531,8.09
1759902508907087003,1759902508924781666,1759902508894382808,8.05
1759902508974751154,1759902508972186868,1759902508947447220,8.04
1759902509024968784,1759902509022789550,1759902509011598222,8.01
1759902509075828585,1759902509074846337,1759902509067403145,8.06
1759902509123233737,1759902509127101231,1759902509131017607,8.07
1759902509168878423,1759902509179222340,1759902509187951557,8.09
1759902509217009766,1759902509221953475,1759902509187951557,8.09
1759902509254434141,1759902509271998267,1759902509251917446,8.07
1759902509310584902,1759902509326485474,1759902509307787443,8.07
1759902509360039211,1759902509373939981,1759902509372200113,8.1
1759902509412173475,1759902509423483659,1759902509428131296,8.08
1759902509456538557,1759902509473794166,1759902509428131296,8.04
1759902509502347435,1759902509523917236,1759902509494250329,8.06
1759902509550884279,1759902509573588597,1759902509548296238,8.03
1759902509629705062,1759902509624645553,1759902509609021777,8.1
1759902509651062911,1759902509673942833,1759902509667934168,8.12
1759902509701704156,1759902509724641427,1759902509731807472,8.08
1759902509751249177,1759902509773781097,1759902509731807472,8.07
1759902509801366125,1759902509827200585,1759902509788086947,8.03
1759902509851033740,1759902509874580379,1759902509851879227,8.07
1759902509901666499,1759902509874580379,1759902509908054274,8.07
1759902509984620281,1759902509975274161,1759902509969775927,7.99
1759902510031636223,1759902510024758667,1759902510028275634,7.99
1759902510081082046,1759902510075703920,1759902510089443363,7.98
1759902510125790110,1759902510127526862,1759902510148260774,7.96
1759902510179436800,1759902510178047378,1759902510148260774,7.99
1759902510229755201,1759902510221132837,1759902510216097353,8.05
1759902510286619428,1759902510271385213,1759902510267992733,7.93
1759902510326864898,1759902510321240845,1759902510329934695,7.98
1759902510375488397,1759902510371717768,1759902510388256273,8.01
1759902510421312533,1759902510421535417,1759902510452307906,7.87
1759902510480866815,1759902510472134933,1759902510507616736,7.94
1759902510510676824,1759902510521709541,1759902510507616736,8.02
1759902510556091381,1759902510572232331,1759902510569409483,7.96
1759902510604727584,1759902510622343147,1759902510628238166,8.04
1759902510655092214,1759902510672939658,1759902510628238166,8.03
1759902510705383103,1759902510721763007,1759902510689121955,7.98
1759902510756588852,1759902510771788561,1759902510747663011,8.05
1759902510800045306,1759902510821634865,1759902510811618280,8.06
1759902510850524233,1759902510872116778,1759902510867739896,8.02
1759902510900673383,1759902510921891866,1759902510931475047,7.98
1759902510987005187,1759902510971737559,1759902510988117332,7.99
1759902511034092486,1759902511023191229,1759902511049803497,7.97
1759902511083334691,1759902511072869113,1759902511107791992,7.99
1759902511133062850,1759902511122232077,1759902511107791992,7.97
1759902511182656874,1759902511172352292,1759902511169879250,7.97
1759902511237367016,1759902511223409017,1759902511228614605,8.0
1759902511279883724,1759902511273803584,1759902511294024811,7.98
1759902511330923677,1759902511326918332,1759902511347700285,7.91
1759902511381789650,1759902511373569641,1759902511412377097,7.93
1759902511436524378,1759902511423838649,1759902511412377097,7.92
1759902511471259050,1759902511473981096,1759902511467455879,7.94
1759902511523041455,1759902511524440325,1759902511536045650,7.92
1759902511560705747,1759902511574458726,1759902511536045650,7.95
1759902511609380423,1759902511624745277,1759902511588311354,7.96
1759902511659343359,1759902511675714125,1759902511652028872,8.02
1759902511705329313,1759902511728646547,1759902511707862590,7.94
1759902511750580260,1759902511728646547,1759902511771786319,7.94
1759902511800770918,1759902511825166462,1759902511771786319,7.95
1759902511850586925,1759902511875128666,1759902511831350169,7.93
1759902511900768857,1759902511925530867,1759902511894464550,7.8
1759902511981396967,1759902511975696107,1759902511948066745,7.85
1759902512031227180,1759902512027883533,1759902512015583677,7.88
1759902512072052673,1759902512075317159,1759902512068526969,7.81
1759902512119505385,1759902512125839348,1759902512132426503,7.87
1759902512169384201,1759902512175620618,1759902512188863968,7.95
1759902512217952886,1759902512225309333,1759902512188863968,7.95
1759902512319192805,1759902512329031081,1759902512308007078,8.09
1759902512364396482,1759902512379428162,1759902512371987595,8.13
1759902512409648351,1759902512425049062,1759902512429080006,8.02
1759902512459927668,1759902512476013422,1759902512429080006,8.02
1759902512505785759,1759902512525825741,1759902512494773231,8.05
1759902512558809003,1759902512575813935,1759902512549048305,7.99
1759902512609502949,1759902512623780074,1759902512612976152,7.94
1759902512661271838,1759902512673666665,1759902512668841360,7.94
1759902512704665173,1759902512723255809,1759902512732082702,7.97
1759902512754209553,1759902512771995069,1759902512732082702,7.93
1759902512804467199,1759902512822215864,1759902512788825809,7.92
1759902512854521568,1759902512872898058,1759902512850504691,7.94
1759902512900458619,1759902512926789162,1759902512908675522,7.98
1759902512974333840,1759902512976685681,1759902512969812664,7.98
1759902513022429375,1759902513023322784,1759902513029149833,7.98
1759902513072620134,1759902513072338087,1759902513090410188,8.0
1759902513123979034,1759902513122285273,1759902513148039049,7.91
1759902513174734486,1759902513171116627,1759902513148039049,7.92
1759902513223468966,1759902513224689717,1759902513211854072,7.93
1759902513273197756,1759902513273611072,1759902513268082831,7.95
1759902513324903179,1759902513325059826,1759902513330107694,7.94
1759902513368948212,1759902513371957658,1759902513391908580,7.94
1759902513419842955,1759902513425300119,1759902513391908580,7.91
1759902513464811422,1759902513474620532,1759902513450553692,7.93
1759902513509191812,1759902513524912189,1759902513508414265,7.95
1759902513559469342,1759902513578174508,1759902513570011204,7.93
1759902513609720863,1759902513625029318,1759902513628884790,7.94
1759902513654459403,1759902513672895528,1759902513628884790,7.88
1759902513705859225,1759902513722129557,1759902513694381065,7.9
1759902513755467885,1759902513774324479,1759902513748425029,7.91
1759902513804823024,1759902513822988725,1759902513810313161,7.89
1759902513854493561,1759902513871957780,1759902513868121584,7.95
1759902513900658110,1759902513924604631,1759902513931706018,7.95
1759902513982073890,1759902513973115716,1759902513988482401,7.92
1759902514035567068,1759902514021755766,1759902514051766475,7.98
1759902514073040710,1759902514074221753,1759902514051766475,7.96
1759902514125457944,1759902514125687701,1759902514108145173,7.97
1759902514171886144,1759902514176799646,1759902514170266728,7.96
1759902514218737326,1759902514224641380,1759902514229288456,7.97
1759902514268747359,1759902514272360822,1759902514291876206,7.95
1759902514310097293,1759902514321559603,1759902514291876206,7.94
1759902514370521495,1759902514374554574,1759902514348192486,7.94
1759902514419514906,1759902514424409592,1759902514416120329,7.92
1759902514463898883,1759902514472331419,1759902514468269694,7.94
1759902514508673071,1759902514525674451,1759902514530706328,7.91
1759902514559895145,1759902514573172112,1759902514588873543,7.87
1759902514604369614,1759902514622595500,1759902514588873543,7.92
1759902514654906086,1759902514677833181,1759902514649010549,7.95
1759902514704430817,1759902514723753626,1759902514707681932,7.94
1759902514754976156,1759902514774358468,1759902514772144683,7.97
1759902514805564737,1759902514827317571,1759902514827668027,7.98
1759902514854467175,1759902514872396498,1759902514827668027,7.91
1759902514904861137,1759902514927212037,1759902514888975165,7.87
1759902514973725909,1759902514972137352,1759902514947673068,7.79
1759902515022418680,1759902515025255037,1759902515009399653,7.88
1759902515067974743,1759902515074080159,1759902515068189651,7.94
1759902515117882250,1759902515124857799,1759902515129594685,8.01
1759902515168267956,1759902515178153471,1759902515187984834,7.97
1759902515219218094,1759902515223989356,1759902515187984834,7.79
1759902515263188485,1759902515278684747,1759902515251763436,7.97
1759902515314053842,1759902515328888968,1759902515308068815,7.98
1759902515363039860,1759902515372993594,1759902515369481764,7.84
1759902515409352419,1759902515424329445,1759902515428321246,7.86
1759902515459188331,1759902515479723282,1759902515428321246,7.89
1759902515510357204,1759902515522546675,1759902515493064591,7.77
1759902515559111191,1759902515574811240,1759902515548190219,7.94
1759902515609053475,1759902515625256468,1759902515611786325,7.89
1759902515659090228,1759902515679682979,1759902515668200290,7.93
1759902515708933734,1759902515722487796,1759902515731939407,7.95
1759902515760439827,1759902515778361014,1759902515788590633,7.99
1759902515811470889,1759902515826101316,1759902515788590633,7.91
1759902515854562762,1759902515872897935,1759902515851603261,7.98
1759902515900239494,1759902515924607716,1759902515908466699,7.96
