camera,kf_distance,kf_velocity,ego_vx
1759902525877865846,7.9964,-0.0436,11.7963
1759902525940986499,7.9862,-0.0506,11.7035
1759902525974964372,7.9771,-0.0569,11.6241
1759902526026002397,7.979,-0.0528,11.5566
1759902526070428023,7.9746,-0.0545,11.458
1759902526118902949,7.9654,-0.0601,11.3461
1759902526170430574,7.9525,-0.0684,11.2643
1759902526224745332,7.9461,-0.0707,11.1918
1759902526269269706,7.9421,-0.0715,11.1165
1759902526315887505,7.9421,-0.0686,11.0381
1759902526360534842,7.9513,-0.0584,10.9595
1759902526409309468,7.955,-0.053,10.8669
1759902526462556338,7.9575,-0.0483,10.744
1759902526509853528,7.9657,-0.0393,10.653
1759902526559313215,7.9717,-0.0325,10.5678
1759902526611300473,7.9852,-0.0192,10.4578
1759902526659294075,8.0011,-0.0046,10.3651
1759902526710071615,8.0097,0.0031,10.2882
1759902526750670002,8.0069,0.0006,10.2196
1759902526837787181,8.0048,-0.0015,10.0816
1759902526875363137,8.0094,0.0027,10.0489
1759902526928577826,8.0097,0.0028,9.9658
1759902526982987695,8.016,0.0084,9.8704
1759902527022759242,8.0295,0.0195,9.8059
1759902527066677153,8.0423,0.0293,9.7219
1759902527116061908,8.0576,0.041,9.6365
1759902527162782142,8.0687,0.0486,9.5631
1759902527214712361,8.0739,0.0509,9.4767
1759902527267324726,8.0776,0.0518,9.39
1759902527313859348,8.08,0.0518,9.3068
1759902527360961567,8.0697,0.0409,9.2435
1759902527411885595,8.0712,0.0405,9.1546
1759902527460645544,8.0722,0.0396,9.0835
1759902527500885500,8.0727,0.0387,9.0058
1759902527554995269,8.0673,0.0322,8.8808
1759902527611009635,8.0663,0.0298,8.8045
1759902527655045631,8.0895,0.0486,8.7307
1759902527714287857,8.1039,0.0591,8.6651
1759902527750557613,8.1102,0.0626,8.6342
1759902527828155793,8.126,0.073,8.5074
1759902527868438620,8.1354,0.0787,8.4579
1759902527924098643,8.1183,0.0594,8.3772
1759902527973841358,8.1087,0.0482,8.3174
1759902528018896219,8.0773,0.0194,8.2808
1759902528067743974,8.0515,-0.0034,8.2144
1759902528114128180,8.0238,-0.0267,8.1504
1759902528168146455,8.0095,-0.0379,8.0808
1759902528217356287,7.9872,-0.0556,8.0181
1759902528267523729,7.9709,-0.0672,7.9622
1759902528318194666,7.9743,-0.0613,7.8585
1759902528369560684,7.9617,-0.0696,7.8003
1759902528418624699,7.9497,-0.077,7.7408
1759902528463239084,7.9414,-0.0812,7.6892
1759902528513716335,7.9321,-0.0857,7.6122
1759902528559646086,7.9287,-0.0852,7.5744
1759902528602382115,7.9265,-0.084,7.5427
1759902528650763685,7.9157,-0.0896,7.4749
1759902528701027349,7.9018,-0.0977,7.3756
1759902528752879127,7.8947,-0.0994,7.3195
1759902528823411166,7.8884,-0.0988,7.2301
1759902528874922085,7.8916,-0.0911,7.1547
1759902528923154571,7.9064,-0.0739,7.1156
1759902528970183084,7.9051,-0.072,7.0594
1759902529014377481,7.9195,-0.0571,6.9933
1759902529068266709,7.9327,-0.043,6.9068
1759902529117931552,7.9486,-0.0273,6.8294
1759902529164269260,7.9602,-0.0163,6.7561
1759902529214820080,7.9656,-0.011,6.6806
1759902529255838309,7.9636,-0.0123,6.614
1759902529311628687,7.962,-0.013,6.5529
1759902529356786168,7.9701,-0.0057,6.4845
1759902529409604667,7.9759,-0.0004,6.4262
1759902529455925934,7.9862,0.0085,6.3771
1759902529504563792,7.9876,0.0093,6.3292
1759902529555281982,7.9826,0.0046,6.233
1759902529605517943,7.9729,-0.0041,6.1791
1759902529651118267,7.9628,-0.0125,6.1192
1759902529701581602,7.9736,-0.0026,6.0392
1759902529773695484,7.9848,0.0082,5.9578
1759902529823284724,7.9867,0.0095,5.9179
1759902529868699585,7.985,0.0076,5.864
1759902529915045990,7.9837,0.0062,5.8142
1759902529968511140,7.9828,0.0051,5.7615
1759902530011010229,7.9881,0.0095,5.7062
1759902530059259978,7.995,0.0149,5.6383
1759902530109867758,8.0031,0.0212,5.5753
1759902530160078731,8.009,0.0253,5.5298
1759902530208851787,8.0101,0.0252,5.4817
1759902530260835627,8.014,0.0275,5.4177
1759902530300707443,8.0136,0.0262,5.3734
1759902530355387627,8.0105,0.0223,5.3266
1759902530400541381,8.011,0.0219,5.2805
1759902530450543186,8.0055,0.0161,5.2401
1759902530501456868,8.0013,0.0119,5.2138
1759902530580367333,7.9921,0.002,5.1605
1759902530600922194,7.9825,-0.006,5.1461
1759902530652110840,7.9755,-0.0117,5.1456
1759902530700297699,7.9705,-0.0155,5.2806
1759902530781256374,7.9946,0.0091,5.4371
1759902530837832028,7.9935,0.0076,5.5299
1759902530887901212,7.9865,0.0008,5.6211
1759902530939162175,7.9999,0.0128,5.7538
1759902530986007310,7.9912,0.0047,5.8744
1759902531044288411,7.988,0.0016,6.0385
1759902531080534192,8.0066,0.0169,6.1291
1759902531125957329,8.0142,0.0224,6.2385
1759902531174119722,8.0167,0.0236,6.3406
1759902531216932167,8.0124,0.0193,6.4499
1759902531267459293,8.0094,0.016,6.587
1759902531314708837,8.0101,0.0159,6.6901
1759902531368949795,8.0137,0.0183,6.7974
1759902531408460012,8.0191,0.0222,6.8771
1759902531456667491,8.0231,0.0246,6.9694
1759902531506656853,8.0351,0.0338,7.0928
1759902531556909246,8.0468,0.0424,7.2227
1759902531600593601,8.0611,0.0529,7.3542
1759902531651962981,8.0566,0.0467,7.5032
1759902531702659489,8.0653,0.0523,7.639
1759902531780881313,8.0413,0.0248,7.8607
1759902531834304684,8.0293,0.0122,8.015
1759902531874087660,8.0116,-0.0039,8.1468
1759902531923567532,7.9927,-0.0201,8.2899
1759902531975200353,7.982,-0.0285,8.42
1759902532024303638,7.9835,-0.0261,8.5569
1759902532079538168,7.9753,-0.032,8.7036
1759902532123923669,7.9848,-0.0227,8.8044
1759902532175604592,7.9795,-0.0263,8.9298
1759902532219480281,7.9819,-0.0233,9.0528
1759902532268520246,7.9775,-0.026,9.1575
1759902532318179689,7.9773,-0.0251,9.2608
1759902532366262490,7.9803,-0.0215,9.3984
1759902532411099150,7.9826,-0.0188,9.5168
1759902532455246438,7.9752,-0.0242,9.6395
1759902532505176146,7.9758,-0.0227,9.7827
1759902532550412196,7.9823,-0.0163,9.8894
1759902532600458887,7.9811,-0.0167,10.0052
1759902532650260592,7.9953,-0.0037,10.1135
1759902532729784224,8.006,0.007,10.2788
1759902532778466868,8.0199,0.0197,10.3982
1759902532867545004,8.0276,0.0258,10.6629
1759902532922831783,8.0325,0.0292,10.8028
1759902532975632559,8.0359,0.0309,10.9164
1759902533023600842,8.0259,0.0207,11.0368
1759902533079823494,8.0218,0.0161,11.1712
1759902533124001469,8.043,0.0333,11.2787
1759902533172779314,8.0372,0.0271,11.3798
1759902533222823861,8.0178,0.01,11.498
1759902533272478676,8.0098,0.0029,11.6002
1759902533322520778,8.025,0.0155,11.697
1759902533360412133,8.018,0.0095,11.7962
1759902533420021563,8.019,0.0098,11.9168
1759902533468278496,8.0196,0.01,12.0289
1759902533513660535,8.0291,0.0174,12.1063
1759902533568575676,8.0391,0.0251,12.1913
1759902533606059114,8.046,0.0299,12.2821
1759902533654996172,8.0602,0.0403,12.3944
1759902533700776709,8.0614,0.0398,12.4963
1759902533773011442,8.0599,0.0358,12.6296
1759902533824188565,8.0612,0.0353,12.7583
1759902533868503752,8.0467,0.0215,12.8533
1759902533919432292,8.0485,0.022,12.9432
1759902533967693423,8.0345,0.0092,13.0037
1759902534015333341,8.0274,0.0028,13.0688
1759902534055836930,8.0253,0.0009,13.1241
1759902534108897310,8.0267,0.0021,13.216
1759902534159190490,8.0308,0.0055,13.3234
1759902534208978699,8.0368,0.0104,13.4179
1759902534255374548,8.0381,0.0111,13.4865
1759902534308036800,8.0391,0.0115,13.5552
1759902534351003869,8.0247,-0.0011,13.6241
1759902534401466322,8.0172,-0.0075,13.6983
1759902534450490967,8.0057,-0.017,13.761
1759902534500510156,7.9973,-0.0235,13.8245
1759902534552098603,7.973,-0.0438,13.9186
1759902534600367067,7.9615,-0.0519,13.9818
1759902534651601901,7.9289,-0.0783,14.0739
1759902534700387841,7.9235,-0.0796,14.1518
1759902534780676250,7.9117,-0.0849,14.3553
1759902534829253994,7.9208,-0.0726,14.4592
1759902534863849752,7.9581,-0.0389,14.5389
1759902534914449877,7.9543,-0.0405,14.6273
1759902534959838338,7.8252,-0.1472,14.6976
1759902535009981763,7.74,-0.2133,14.8127
1759902535058939420,7.7297,-0.2132,14.931
1759902535115280698,7.7215,-0.2099,15.0641
1759902535165093013,7.6772,-0.2394,15.1827
1759902535215867359,7.7335,-0.1796,15.3021
1759902535263643847,7.7992,-0.1156,15.4341
1759902535314087965,7.8499,-0.0666,15.5836
1759902535354474741,7.893,-0.0287,15.6797
1759902535408993228,7.9243,-0.0004,15.7915
1759902535459027034,7.9502,0.0221,15.8738
1759902535500437790,7.9838,0.0493,15.9472
1759902535550577308,7.9934,0.0554,16.055
1759902535600473943,7.9732,0.0356,16.1368
1759902535650683996,7.9977,0.0553,16.272
1759902535722172858,7.9513,0.0076,16.4898
1759902535780060760,7.9886,0.0424,16.6133
1759902535822625654,7.9934,0.045,16.7245
1759902535868690673,8.0332,0.0776,16.8432
1759902535918914061,8.038,0.0784,16.9358
1759902535972172979,8.0476,0.0831,17.0761
1759902536017711044,8.0903,0.1162,17.1871
1759902536054849284,8.1081,0.1271,17.2402
1759902536104923247,8.1251,0.136,17.3503
1759902536151171485,8.137,0.1406,17.442
1759902536201139005,8.1157,0.1166,17.5365
1759902536250688860,8.1,0.0982,17.6124
1759902536303855853,8.0824,0.0782,17.7152
1759902536350053956,8.0781,0.0714,17.8321
1759902536401361738,8.0994,0.0868,17.9813
1759902536451335530,8.1057,0.0885,18.0785
1759902536500454184,8.0827,0.0647,18.192
1759902536551536287,8.0842,0.0631,18.3131
1759902536601116600,8.1003,0.0744,18.39
1759902536684431622,8.0696,0.0379,18.5224
1759902536741057341,8.0838,0.0495,18.5934
1759902536785005318,8.0995,0.0617,18.665
1759902536839527392,8.0804,0.0416,18.7531
1759902536884257779,8.109,0.0645,18.8177
1759902536935778978,8.0903,0.0456,18.8734
1759902536987408253,8.0858,0.0397,18.9187
1759902537033664265,8.0762,0.0301,18.9347
1759902537084101530,8.0391,-0.0026,18.9699
1759902537132827486,8.0453,0.0027,18.9958
1759902537182152774,8.0257,-0.014,19.0096
1759902537220499455,8.0385,-0.0032,19.0202
1759902537283938388,8.0327,-0.0081,19.0718
1759902537330887811,8.0074,-0.0296,19.0519
1759902537364249750,8.0134,-0.024,19.0751
1759902537413961764,8.0086,-0.027,19.0984
1759902537455006103,7.9993,-0.0336,19.1165
1759902537505852967,7.9833,-0.0455,19.1669
1759902537554846643,8.0078,-0.0228,19.2156
1759902537600342158,8.0018,-0.0271,19.2422
1759902537678208294,7.9842,-0.042,19.272
1759902537728337562,7.9845,-0.0397,19.2734
1759902537777831620,7.9756,-0.0459,19.2814
1759902537822446749,7.9269,-0.0866,19.2675
1759902537873077862,7.9035,-0.1031,19.2727
1759902537926369553,7.8925,-0.108,19.2633
1759902537971944248,7.8974,-0.0995,19.2682
1759902538027334525,7.873,-0.1162,19.3018
1759902538069797044,7.8536,-0.1285,19.3225
1759902538119341298,7.8601,-0.1174,19.3152
1759902538165875270,7.8834,-0.0932,19.3203
1759902538204905172,7.8947,-0.081,19.3317
1759902538262171802,7.9052,-0.068,19.3128
1759902538305422952,7.9286,-0.0458,19.3008
1759902538357411351,7.9455,-0.0291,19.3038
1759902538405515022,7.964,-0.012,19.2852
1759902538450431153,7.9594,-0.0154,19.2722
1759902538500266612,7.95,-0.0228,19.2793
1759902538552032988,7.9492,-0.0225,19.3191
1759902538600216351,7.9577,-0.0141,19.3285
1759902538683799944,7.9577,-0.013,19.3603
1759902538730616083,7.9517,-0.018,19.3996
1759902538781665444,7.9475,-0.021,19.4024
1759902538823322278,7.9659,-0.0045,19.4356
1759902538872519692,7.9851,0.0123,19.4706
1759902538923999051,8.0053,0.0291,19.4459
1759902538970506142,8.0167,0.0377,19.4164
1759902539012592555,8.0158,0.0356,19.4141
1759902539062768382,8.0153,0.0337,19.3854
1759902539109516532,8.0148,0.032,19.3937
1759902539159174372,7.9964,0.015,19.4198
1759902539209069976,7.9799,0.0002,19.4468
1759902539258860990,7.9557,-0.0207,19.4704
1759902539308926456,7.9351,-0.0377,19.5126
1759902539359282216,7.9474,-0.0253,19.4904
1759902539405304123,7.9625,-0.0114,19.4736
1759902539486317652,7.9516,-0.0211,19.446
1759902539501437524,7.9569,-0.0166,19.444
1759902539550329156,7.9542,-0.0181,19.441
1759902539629413982,7.9613,-0.01,19.4
1759902539673838498,7.9821,0.009,19.373
1759902539717493718,8.0029,0.0267,19.3571
1759902539770356682,8.0061,0.0282,19.344
1759902539820856515,8.0082,0.0288,19.3795
1759902539869180075,8.0098,0.0289,19.4079
1759902539918937395,8.029,0.0443,19.4285
1759902539970717738,8.0461,0.0572,19.4466
1759902540019286625,8.0553,0.0627,19.3941
1759902540068984391,8.0195,0.0291,19.3399
1759902540116001433,8.0327,0.0392,19.1061
1759902540159301036,8.0151,0.0231,19.0204
1759902540209025523,7.9963,0.0063,18.9867
1759902540259227009,8.0067,0.0149,18.8638
1759902540304812124,7.9961,0.0054,18.778
1759902540355719575,7.9703,-0.0171,18.6819
1759902540426246435,7.9973,0.0095,18.6167
1759902540455109497,7.9833,-0.0024,18.5809
1759902540500558633,7.9762,-0.0082,18.4907
1759902540578593060,7.9988,0.0138,18.3305
1759902540627811574,7.9749,-0.0087,18.2203
1759902540668600676,7.955,-0.0256,18.129
1759902540718414023,7.9738,-0.0082,18.0564
1759902540763533211,7.9724,-0.0091,17.9595
1759902540814219059,7.9955,0.0111,17.8573
1759902540859087449,7.9942,0.0096,17.7611
1759902540909493785,7.9963,0.0109,17.6754
1759902540961115104,7.9948,0.0091,17.5943
1759902541014313918,7.9937,0.0077,17.5019
1759902541059537204,8.023,0.0326,17.4229
1759902541110156746,8.0323,0.0393,17.3744
1759902541159678938,8.0512,0.0539,17.2694
1759902541209825599,8.0557,0.0555,17.1633
1759902541259109087,8.0317,0.0322,17.0685
1759902541305305607,8.0141,0.0159,16.9751
1759902541350782506,8.0434,0.0401,16.8814
1759902541400694380,8.0378,0.0336,16.7853
1759902541450397276,8.0215,0.018,16.7144
1759902541500751814,8.0459,0.0385,16.6722
1759902541577465275,8.0178,0.0085,16.5222
1759902541632022755,8.0469,0.0356,16.4114
1759902541685603787,8.0212,0.01,16.3393
1759902541728594792,8.0364,0.0229,16.2671
1759902541781365189,8.0261,0.0129,16.1808
1759902541823946685,8.0066,-0.0041,16.0865
1759902541868865862,8.0165,0.0043,15.9743
1759902541918424313,8.0207,0.0076,15.9157
1759902541966273259,7.9967,-0.0128,15.8364
1759902542017338460,7.9851,-0.0221,15.6975
1759902542064271211,7.9889,-0.018,15.6139
1759902542110751842,7.9886,-0.0175,15.5477
1759902542160666291,7.9824,-0.0221,15.4524
1759902542214039106,7.9809,-0.0224,15.3815
1759902542256508197,7.9649,-0.0351,15.3091
1759902542304670029,7.9622,-0.0359,15.2429
1759902542354591121,7.9603,-0.036,15.1853
1759902542405886560,7.968,-0.0277,15.1321
1759902542455463536,7.9768,-0.0189,15.0431
1759902542500332508,7.9832,-0.0127,14.9545
1759902542571717562,7.9878,-0.0075,14.8097
1759902542623425436,8.0036,0.0075,14.7251
1759902542669822908,8.0119,0.0145,14.6575
1759902542721177270,8.0271,0.0273,14.5897
1759902542767280832,8.038,0.0356,14.5407
1759902542818755783,8.0459,0.0409,14.4593
1759902542868176752,8.0577,0.0493,14.3903
1759902542918088927,8.0631,0.0519,14.297
1759902542967985132,8.0761,0.0609,14.2125
1759902543008518106,8.085,0.0662,14.1442
1759902543063953749,8.0982,0.0744,14.0394
1759902543111153249,8.1102,0.0817,13.9465
1759902543160523391,8.116,0.0832,13.8828
1759902543209033466,8.1351,0.0962,13.8162
1759902543259606970,8.1551,0.1093,13.725
1759902543304436897,8.154,0.1042,13.6392
1759902543354613536,8.1685,0.1122,13.56
1759902543405304995,8.182,0.1189,13.4769
1759902543454680938,8.1885,0.1195,13.375
1759902543505576716,8.2023,0.1263,13.2902
1759902543581619090,8.1956,0.1105,13.2111
1759902543635216252,8.2042,0.113,13.1404
1759902543672797706,8.2332,0.1344,13.1194
1759902543726775242,8.2525,0.145,13.0599
1759902543773212560,8.2807,0.1634,12.9502
1759902543827171050,8.3201,0.1901,12.8766
1759902543874858839,8.3506,0.2085,12.815
1759902543925726744,8.3973,0.2396,12.7319
1759902543969704719,8.4356,0.2628,12.662
1759902544018899888,8.455,0.2683,12.5841
1759902544068945317,8.4779,0.2764,12.5042
1759902544110162034,8.4776,0.2667,12.4643
1759902544159533338,8.4965,0.2716,12.3809
1759902544211441624,8.5074,0.2688,12.2924
1759902544259320598,8.5142,0.2636,12.2459
1759902544309822255,8.5373,0.2721,12.1846
1759902544359948648,8.5567,0.2771,12.1107
1759902544409617269,8.6188,0.3192,12.0407
1759902544462914329,8.631,0.315,11.9951
1759902544500525420,8.636,0.3093,11.9148
1759902544550351130,8.642,0.3012,11.8344
1759902544618036329,8.6616,0.3006,11.7772
1759902544669821240,8.6288,0.2564,11.6986
1759902544720187380,8.6933,0.3027,11.5922
1759902544768631148,8.7147,0.3086,11.5529
1759902544832925380,8.73,0.3044,11.4424
1759902544869610948,8.7711,0.3299,11.3666
1759902544914000276,8.8502,0.3837,11.2919
1759902544964422963,8.8546,0.3711,11.1829
1759902545013792154,8.872,0.3703,11.0797
1759902545059485856,8.8411,0.3301,11.048
1759902545109994016,8.7709,0.2558,11.0203
1759902545160487748,8.7464,0.2235,10.9527
1759902545205083480,8.7394,0.2091,10.895
1759902545255048235,8.7137,0.1781,10.8194
1759902545300790966,8.6822,0.1445,10.7383
1759902545350850446,8.6745,0.1317,10.6365
1759902545401476465,8.6929,0.1419,10.6023
1759902545451441164,8.7212,0.1604,10.5382
1759902545500536318,8.7415,0.1712,10.4721
1759902545550878937,8.7501,0.1712,10.4096
1759902545632177113,8.7817,0.1886,10.3045
1759902545686113013,8.832,0.2269,10.2364
1759902545730040167,8.869,0.2511,10.1576
1759902545776717437,8.9019,0.2695,10.1068
1759902545823596041,8.9283,0.2812,10.0645
1759902545873877033,8.9568,0.2935,10.0028
1759902545931666480,8.9818,0.3006,9.9068
1759902545965521357,9.0063,0.3123,9.8596
1759902546025641061,9.0479,0.332,9.7656
1759902546073296303,9.0565,0.3259,9.7242
1759902546123316939,9.0417,0.2992,9.6631
1759902546168331564,9.0295,0.2776,9.5645
1759902546225875413,9.0438,0.2761,9.4819
1759902546274687618,9.0612,0.2795,9.4423
1759902546331949260,9.0658,0.2693,9.3996
1759902546368660827,9.071,0.2654,9.339
1759902546415222116,9.0613,0.2471,9.2823
1759902546460614380,9.0418,0.2218,9.2287
1759902546509836285,8.9979,0.1756,9.1787
1759902546555168003,9.0071,0.1766,9.1243
1759902546624986353,9.0443,0.1996,9.0461
1759902546674533046,9.0559,0.2013,9.0135
1759902546724913617,9.0398,0.1778,8.9794
1759902546768215481,9.0513,0.181,8.9149
1759902546810566835,9.0922,0.2088,8.8686
1759902546879756137,9.0707,0.1757,8.7919
1759902546909545684,9.0592,0.162,8.7481
1759902546962265980,9.0534,0.1497,8.6821
1759902547001040684,9.0624,0.1524,8.6367
1759902547052562909,9.0371,0.1244,8.5995
1759902547101162820,9.0242,0.1082,8.5849
1759902547150992793,9.0146,0.0953,8.4871
1759902547200777880,9.0044,0.0823,8.4251
1759902547251034816,8.9999,0.0747,8.3785
1759902547300736013,8.9904,0.0631,8.358
1759902547351133236,9.0077,0.0755,8.2932
1759902547400617060,9.0201,0.0832,8.2426
1759902547451690039,8.9744,0.039,8.17
1759902547572314129,8.9158,-0.0301,8.0568
1759902547629009633,8.9063,-0.0381,8.0031
1759902547681302856,8.8711,-0.0698,7.9781
1759902547730243696,8.8684,-0.0691,7.9437
1759902547774059599,8.879,-0.0576,7.8951
1759902547826094419,8.8529,-0.0771,7.8598
1759902547869339345,8.8135,-0.1062,7.8353
1759902547918538506,8.866,-0.0595,7.745
1759902547968198836,8.9734,0.0306,7.7052
1759902548017989184,9.0036,0.0541,7.6755
1759902548068499522,9.0496,0.0899,7.6197
1759902548113660796,9.0376,0.0768,7.5788
1759902548164657911,9.0651,0.0964,7.5345
1759902548217066202,9.058,0.0861,7.4922
1759902548260316478,9.0522,0.0783,7.4793
1759902548309663351,9.0392,0.0643,7.4293
1759902548354832159,8.9906,0.022,7.3798
1759902548406273029,8.9731,0.0064,7.3135
1759902548455395435,8.9513,-0.0123,7.2662
1759902548505310510,9.0169,0.0441,7.2532
1759902548580282942,9.1106,0.1296,7.1689
1759902548629541216,9.1704,0.1781,7.1201
1759902548673105730,9.3856,0.3577,7.0673
1759902548724703358,9.5154,0.4542,7.0034
1759902548781540242,9.6695,0.5679,6.9365
1759902548827703043,9.8033,0.6603,6.914
1759902548868980382,9.8484,0.675,6.9235
1759902548919324283,9.9118,0.6996,6.8999
1759902548964608381,9.9724,0.7236,6.8521
1759902549013724665,9.9935,0.7115,6.8261
1759902549064342879,10.0448,0.7244,6.7616
1759902549113857922,10.0835,0.7268,6.7408
1759902549164060334,10.0927,0.7034,6.7237
1759902549209682806,10.1204,0.6996,6.7064
1759902549259633579,10.1386,0.6853,6.7199
1759902549310464748,10.1452,0.6608,6.7643
1759902549359448359,10.1631,0.6484,6.8336
1759902549410270671,10.1791,0.6336,6.8303
1759902549456129323,10.1846,0.6134,6.8334
1759902549504986183,10.189,0.5915,6.8325
1759902549584496615,10.2027,0.5592,6.8737
1759902549626781282,10.1783,0.5158,7.0146
1759902549675514988,10.2085,0.5203,7.1373
1759902549725287942,10.2666,0.5484,7.2531
1759902549774687736,10.2804,0.5369,7.4473
1759902549823049774,10.2984,0.53,7.5943
1759902549874733657,10.1996,0.4208,7.7545
1759902549919326498,9.9626,0.2051,7.923
1759902549969293041,10.0113,0.2378,8.0753
1759902550019563042,9.8952,0.1281,8.1934
1759902550068901469,9.7166,-0.0307,8.3716
1759902550118697927,9.8134,0.054,8.5365
1759902550168714245,9.8112,0.0498,8.6987
1759902550214969091,9.6677,-0.0744,8.8715
1759902550259552475,9.7952,0.0352,9.0346
1759902550310495727,9.9155,0.1365,9.2002
1759902550359655755,9.8763,0.097,9.3781
1759902550409750602,9.9564,0.1622,9.5311
1759902550454834729,9.8693,0.0818,9.6604
1759902550500404460,9.6949,-0.0684,9.8191
1759902550579212245,9.8241,0.061,10.0078
1759902550632513747,9.7691,0.0063,10.124
1759902550684078032,9.6954,-0.0614,10.2752
1759902550726106862,9.8136,0.0431,10.3794
1759902550772832154,9.7716,0.0057,10.459
1759902550822635205,9.7955,0.0258,10.5823
1759902550868752530,9.9152,0.1257,10.7281
1759902550918876041,9.9814,0.1767,10.8402
1759902550974591920,9.796,0.0052,10.9643
1759902551014113697,9.5572,-0.1941,11.0877
1759902551059367337,9.3811,-0.3326,11.2253
1759902551105326370,9.2354,-0.4407,11.3745
1759902551155377373,9.1402,-0.5027,11.525
1759902551205638357,9.0501,-0.5584,11.6633
1759902551255060233,8.9734,-0.6009,11.8574
1759902551305351574,8.9119,-0.6281,11.9974
1759902551355139166,8.8562,-0.6495,12.0922
1759902551401990508,8.7938,-0.6771,12.2248
1759902551451014326,8.6969,-0.7322,12.3503
1759902551501620747,8.6266,-0.7614,12.477
1759902551585750885,8.4254,-0.8976,12.7124
1759902551630654468,8.2842,-0.9913,12.8115
1759902551680837303,8.1869,-1.0343,12.9708
1759902551729122174,8.1226,-1.0469,13.1045
1759902551778121335,8.077,-1.042,13.2083
1759902551827856267,8.057,-1.0146,13.3807
1759902551880102259,8.0606,-0.9655,13.6111
1759902551923774538,8.0671,-0.9245,13.732
1759902551978504360,8.0783,-0.8711,13.883
1759902552017632337,8.1029,-0.8229,13.9637
1759902552068892283,8.1117,-0.78,14.0624
1759902552118602928,8.1203,-0.7397,14.2176
1759902552168343641,8.1398,-0.6915,14.3821
1759902552209562469,8.1409,-0.6671,14.4897
1759902552260546659,8.162,-0.6204,14.6226
1759902552309719230,8.1913,-0.5692,14.7462
1759902552359506181,8.2195,-0.5205,14.8547
1759902552410124745,8.2679,-0.4555,14.9719
1759902552459254846,8.3014,-0.4069,15.0754
1759902552509749043,8.3322,-0.362,15.1748
1759902552559035341,8.3615,-0.3209,15.1873
1759902552628444882,8.3892,-0.2737,15.1935
1759902552676467263,8.4388,-0.2167,15.056
1759902552717968809,8.4905,-0.1645,14.921
1759902552773894698,8.5389,-0.1135,14.9112
1759902552819428371,8.6447,-0.018,14.9052
1759902552867643920,8.7334,0.0586,14.8372
1759902552919873191,8.7587,0.078,14.7654
1759902552969568367,8.7982,0.1088,14.6991
1759902553018606733,8.8782,0.1733,14.6088
1759902553064023453,8.8812,0.1692,14.533
1759902553109536617,8.9193,0.1946,14.4792
1759902553159515484,8.9625,0.2231,14.4235
1759902553205055268,8.9899,0.2376,14.3317
1759902553250552882,9.0185,0.2525,14.2657
1759902553300786824,9.073,0.2883,14.1984
1759902553350671441,9.1123,0.3098,14.1074
1759902553401743238,9.0984,0.2838,14.0033
1759902553450749623,9.1116,0.2832,13.9364
1759902553500986401,9.0816,0.2444,13.8679
1759902553551203490,9.1504,0.2941,13.7755
1759902553627155808,9.1876,0.3085,13.6659
1759902553679320917,9.1963,0.3016,13.5852
1759902553729033947,9.1831,0.276,13.517
1759902553773316729,9.1511,0.2375,13.4447
1759902553827002012,9.1138,0.1936,13.3571
1759902553873223154,9.0644,0.1435,13.3069
1759902553931190479,9.0076,0.0859,13.1996
1759902553977335366,8.9504,0.0332,13.1127
1759902554018904220,8.8882,-0.0194,13.0372
1759902554070185867,8.8247,-0.0721,13.0039
1759902554115138183,8.764,-0.12,12.9222
1759902554159086858,8.6993,-0.1688,12.8722
1759902554209118836,8.6485,-0.2043,12.8342
1759902554259324824,8.5966,-0.2398,12.7787
1759902554309059566,8.5349,-0.2826,12.7167
1759902554355691580,8.479,-0.3191,12.6194
1759902554404927642,8.4261,-0.351,12.5471
1759902554455486302,8.3695,-0.3848,12.5062
1759902554505031663,8.317,-0.4139,12.4357
1759902554550823087,8.2655,-0.4418,12.3569
1759902554628368027,8.2026,-0.4693,12.2385
1759902554679742741,8.1542,-0.4921,12.1614
1759902554728999683,8.1115,-0.5087,12.1175
1759902554772804164,8.0682,-0.5269,12.0546
1759902554818542426,8.0459,-0.5254,11.9884
1759902554875563570,8.1147,-0.4386,11.9346
1759902554924081074,8.1683,-0.3737,11.8671
1759902554973367252,8.1984,-0.3318,11.7822
1759902555028104087,8.2198,-0.2971,11.7021
1759902555073271523,8.2287,-0.278,11.6639
1759902555119996313,8.1989,-0.2922,11.6083
1759902555171219118,8.1555,-0.3166,11.5156
1759902555213064278,8.1056,-0.3469,11.4574
1759902555264266894,8.0373,-0.3899,11.3888
1759902555318184079,7.9628,-0.4365,11.3125
1759902555365969559,7.8929,-0.4788,11.2316
1759902555415678181,7.827,-0.5152,11.1625
1759902555460208333,7.7667,-0.5468,11.0691
1759902555511025065,7.7181,-0.5647,11.0066
1759902555563084703,7.6739,-0.5777,10.9165
1759902555629323287,7.6277,-0.5851,10.8703
1759902555682924740,7.5913,-0.5897,10.7823
1759902555723904633,7.5619,-0.5942,10.7254
1759902555782351141,7.525,-0.5962,10.6936
1759902555822857973,7.4976,-0.599,10.6177
1759902555864907783,7.4747,-0.5971,10.5469
1759902555916151428,7.4549,-0.588,10.488
1759902555961161995,7.4409,-0.5776,10.4423
1759902556006028247,7.4285,-0.5664,10.4026
1759902556060050892,7.4076,-0.558,10.3874
1759902556109261786,7.3831,-0.5554,10.337
