camera,kf_distance,kf_velocity,ego_vx
1759902495513375069,5.8403,-0.0648,10.1421
1759902495555311734,5.8353,-0.0667,10.2553
1759902495604838618,5.8284,-0.0697,10.4014
1759902495654469269,5.8235,-0.0709,10.5478
1759902495706544057,5.8138,-0.0761,10.6967
1759902495750337940,5.8073,-0.0787,10.8123
1759902495808162730,5.8019,-0.0795,10.9802
1759902495854897055,5.8048,-0.0737,11.0986
1759902495907813826,5.8006,-0.074,11.257
1759902495956327960,5.7919,-0.0785,11.4101
1759902495999719327,5.7859,-0.0806,11.5265
1759902496050234393,5.7964,-0.0682,11.6348
1759902496130389701,5.7906,-0.0685,11.8576
1759902496174052665,5.7606,-0.093,11.9668
1759902496214132974,5.7034,-0.1387,12.0719
1759902496269004358,5.7153,-0.1216,12.1813
1759902496318474554,5.7217,-0.1108,12.2954
1759902496367869457,5.7264,-0.102,12.4338
1759902496419582365,5.7239,-0.0997,12.6045
1759902496469342433,5.7192,-0.0994,12.7796
1759902496519690371,5.719,-0.0952,12.9175
1759902496569092427,5.716,-0.0938,13.0446
1759902496610572031,5.7115,-0.0943,13.1532
1759902496654624287,5.7081,-0.0936,13.2567
1759902496704768737,5.6994,-0.097,13.4137
1759902496755454598,5.6841,-0.1059,13.5438
1759902496801035355,5.6735,-0.1108,13.6681
1759902496850231920,5.6656,-0.1129,13.8043
1759902496900493634,5.6569,-0.1155,13.9516
1759902496950696625,5.6447,-0.121,14.0965
1759902497000518231,5.6482,-0.1128,14.2317
1759902497050444736,5.6509,-0.1055,14.3633
1759902497132800866,5.6447,-0.103,14.5503
1759902497181193199,5.6398,-0.1029,14.6588
1759902497228244868,5.6334,-0.1043,14.758
1759902497281780217,5.6254,-0.1064,14.9473
1759902497339892578,5.6164,-0.109,15.1561
1759902497369878861,5.6062,-0.1147,15.2678
1759902497425504694,5.6059,-0.1095,15.4556
1759902497473214055,5.5945,-0.1147,15.5754
1759902497525154691,5.5829,-0.1195,15.717
1759902497581360376,5.5651,-0.1292,15.8466
1759902497623168106,5.5447,-0.1418,15.9659
1759902497674755620,5.5261,-0.1515,16.1291
1759902497724949976,5.5068,-0.1615,16.2555
1759902497766984407,5.485,-0.174,16.3431
1759902497822166256,5.4738,-0.1754,16.4826
1759902497864072272,5.4585,-0.182,16.5917
1759902497907038064,5.4445,-0.1871,16.7203
1759902497952000803,5.4283,-0.1934,16.8412
1759902498007665419,5.4122,-0.198,16.9554
1759902498050866218,5.4026,-0.199,17.049
1759902498120225733,5.3799,-0.2072,17.1785
1759902498168655072,5.3638,-0.2127,17.2898
1759902498210912838,5.3564,-0.2114,17.3675
1759902498267049432,5.334,-0.2207,17.4585
1759902498316031372,5.3039,-0.2376,17.5282
1759902498366739415,5.2639,-0.2622,17.5935
1759902498413247431,5.2209,-0.2888,17.6722
1759902498508767676,5.2533,-0.2278,17.8069
1759902498555440737,5.292,-0.1813,17.8946
1759902498600554402,5.3196,-0.1495,17.9508
1759902498650750331,5.3329,-0.1313,18.0156
1759902498701282128,5.3396,-0.1198,18.094
1759902498750791011,5.3538,-0.1026,18.1985
1759902498801436634,5.3642,-0.0893,18.2683
1759902498851038624,5.3689,-0.0816,18.3337
1759902498902208564,5.3785,-0.0699,18.4116
1759902498954237768,5.3764,-0.0685,18.4861
1759902499002575334,5.3752,-0.0668,18.5441
1759902499051257143,5.3744,-0.0647,18.6365
1759902499123271767,5.3574,-0.0761,18.7212
1759902499194848687,5.345,-0.0828,18.8232
1759902499226077053,5.3295,-0.0938,18.8799
1759902499271975150,5.3146,-0.1026,18.9266
1759902499321529498,5.2915,-0.1176,18.9754
1759902499366541681,5.1763,-0.2074,19.0301
1759902499424689819,5.169,-0.2033,19.0526
1759902499477497584,5.1619,-0.2002,19.087
1759902499526052613,5.1575,-0.1956,19.0688
1759902499571542193,5.146,-0.1978,19.0654
1759902499621336328,5.1434,-0.1918,19.0869
1759902499672841275,5.1294,-0.1952,19.0828
1759902499716610404,5.1236,-0.193,19.0598
1759902499760048414,5.1137,-0.1942,19.0726
1759902499809305798,5.0999,-0.1977,19.068
1759902499859428989,5.096,-0.1926,19.0338
1759902499914505066,5.0959,-0.1835,18.8094
1759902499956247311,5.0978,-0.1755,18.6823
1759902500004678445,5.1045,-0.1625,18.6264
1759902500051417781,5.1099,-0.1516,18.5615
1759902500121308696,5.1181,-0.1342,18.4774
1759902500171820856,5.1324,-0.115,18.3965
1759902500216920395,5.1463,-0.0983,18.305
1759902500267566510,5.1713,-0.0721,18.1817
1759902500317879190,5.2018,-0.0423,18.0564
1759902500367229531,5.2362,-0.0107,17.9498
1759902500418685095,5.2795,0.0275,17.8091
1759902500469544685,5.3293,0.0697,17.7049
1759902500518266150,5.3834,0.1136,17.6321
1759902500562670888,5.4522,0.1673,17.5523
1759902500610745153,5.5355,0.2309,17.4453
1759902500658725689,5.6168,0.2904,17.3308
1759902500704712966,5.7022,0.351,17.2572
1759902500755881053,5.8047,0.4235,17.1489
1759902500804615513,5.9173,0.5026,17.0875
1759902500854755615,6.0446,0.5911,17.0233
1759902500904517769,6.1697,0.6743,16.9187
1759902500950994386,6.3064,0.7648,16.7917
1759902501001044498,6.4733,0.8763,16.6937
1759902501078450281,6.6631,0.9943,16.5501
1759902501131783956,6.8482,1.1186,16.4137
1759902501179903136,7.0246,1.2294,16.3043
1759902501229577733,7.237,1.3634,16.2143
1759902501274156171,7.4439,1.4882,16.14
1759902501324423996,7.6343,1.5872,16.0905
1759902501377347932,7.8221,1.6773,16.1031
1759902501424581959,8.0069,1.7674,16.0964
1759902501476448554,8.2173,1.8698,16.051
1759902501520363250,8.408,1.9608,16.0187
1759902501577866282,8.557,1.9926,16.0563
1759902501623206338,8.6059,1.9572,16.0977
1759902501668332948,8.5576,1.8427,16.0476
1759902501719569605,8.4702,1.6876,16.017
1759902501763201644,8.3776,1.549,16.0101
1759902501809438625,8.2936,1.4193,16.0157
1759902501850390388,8.2201,1.3125,16.0384
1759902501900339868,8.1821,1.2258,16.0122
1759902501951349444,8.0866,1.0901,15.9672
1759902502000445942,7.9952,0.9649,15.9396
1759902502077177483,7.9787,0.8774,15.997
1759902502122444781,7.9388,0.8045,15.988
1759902502172688060,7.8997,0.7331,15.9503
1759902502223821461,7.8585,0.663,15.9119
1759902502272142144,7.8539,0.6309,15.8799
1759902502326488103,7.8551,0.6016,15.8224
1759902502379838630,7.8269,0.548,15.8437
1759902502414991437,7.8083,0.5169,15.8462
1759902502463870692,7.7905,0.481,15.8457
1759902502513462271,7.7829,0.4544,15.7377
1759902502568235623,7.766,0.4179,15.6107
1759902502610008357,7.7433,0.3843,15.5798
1759902502654765925,7.7274,0.3567,15.5283
1759902502704150050,7.7315,0.3453,15.481
1759902502750115525,7.7331,0.3333,15.4749
1759902502800414220,7.7409,0.3256,15.3894
1759902502850409927,7.752,0.3211,15.321
1759902502900526195,7.7475,0.3031,15.3215
1759902502951418668,7.7559,0.297,15.2516
1759902502999669087,7.7429,0.2731,15.11
1759902503071445117,7.7306,0.2426,14.9758
1759902503121537098,7.7511,0.2504,14.8948
1759902503168180792,7.7558,0.2442,14.8439
1759902503219502531,7.7658,0.2419,14.8083
1759902503268499661,7.7601,0.2266,14.8187
1759902503313145948,7.7641,0.2214,14.7848
1759902503365564602,7.7831,0.2277,14.7016
1759902503414848597,7.8051,0.2371,14.6541
1759902503465004730,7.8331,0.2509,14.6161
1759902503509641108,7.84,0.2473,14.5806
1759902503555304299,7.8329,0.2319,14.511
1759902503600164242,7.8123,0.2063,14.4529
1759902503680491540,7.7855,0.1648,14.3693
1759902503700200473,7.7563,0.1385,14.3493
1759902503749988426,7.7293,0.1103,14.2967
1759902503800210635,7.7063,0.0861,14.2509
1759902503850378069,7.7044,0.0807,14.1937
1759902503901106049,7.718,0.089,14.1143
1759902503950767432,7.7066,0.0752,14.0378
1759902504000503716,7.7223,0.0857,13.9316
1759902504080767724,7.7231,0.0797,13.8229
1759902504133046102,7.7438,0.0953,13.7315
1759902504182535357,7.7644,0.1097,13.6648
1759902504231100946,7.7698,0.1098,13.6079
1759902504285748098,7.771,0.1055,13.5368
1759902504320094361,7.8122,0.1362,13.4842
1759902504370676444,7.8163,0.1339,13.4126
1759902504414291029,7.8096,0.1236,13.3337
1759902504460246936,7.7868,0.1003,13.2627
1759902504504792903,7.761,0.0757,13.2132
1759902504556348927,7.7304,0.0466,13.1468
1759902504605830077,7.7078,0.0254,13.0775
1759902504656275500,7.7063,0.023,12.9841
1759902504700146252,7.7322,0.044,12.9021
1759902504750744766,7.7572,0.0636,12.7876
1759902504799872204,7.7814,0.0817,12.6837
1759902504850719460,7.796,0.0909,12.6164
1759902504899825066,7.8155,0.104,12.5586
1759902504951390388,7.8418,0.1225,12.5199
1759902505001015482,7.8607,0.1337,12.5023
1759902505089752570,7.8717,0.1329,12.432
1759902505131963055,7.8999,0.1538,12.4002
1759902505180489680,7.9205,0.1656,12.3743
1759902505230769699,7.9322,0.1686,12.3731
1759902505280988491,7.9283,0.1578,12.3825
1759902505336973055,7.938,0.1586,12.6162
1759902505426663937,7.9483,0.1547,12.7495
1759902505472848779,7.9193,0.1213,12.9581
1759902505523360578,7.9238,0.1198,13.0136
1759902505563395878,7.9048,0.1,13.0782
1759902505613691176,7.8705,0.0674,13.2227
1759902505663366054,7.8697,0.0639,13.3574
1759902505704819410,7.8746,0.0657,13.4407
1759902505754800600,7.8755,0.0638,13.5497
1759902505804999364,7.8791,0.0641,13.5873
1759902505850401769,7.8814,0.0636,13.6405
1759902505901245900,7.8833,0.0624,13.703
1759902505951216791,7.9056,0.0786,13.7505
1759902506035167628,7.8989,0.0658,13.8108
1759902506085643289,7.8891,0.0537,13.8543
1759902506135290514,7.9097,0.0697,13.8931
1759902506187970466,7.9584,0.1093,13.9317
1759902506227722217,7.9438,0.0936,13.9714
1759902506282148438,7.9462,0.0913,14.0204
1759902506323918737,7.959,0.0987,14.0486
1759902506372162133,7.9746,0.1076,14.0981
1759902506419340064,7.9798,0.1077,14.1591
1759902506467908869,7.9955,0.1164,14.204
1759902506517974059,8.016,0.1286,14.2454
1759902506567891718,8.0338,0.1383,14.2802
1759902506619058142,8.0345,0.1328,14.3254
1759902506668689858,8.0499,0.1403,14.3763
1759902506717719870,8.0547,0.1386,14.4356
1759902506764864778,8.0488,0.128,14.488
1759902506813422642,8.0535,0.1267,14.5248
1759902506883575535,8.0617,0.1261,14.5311
1759902506900618700,8.0449,0.1114,14.5354
1759902506984353507,8.0405,0.0985,14.5995
1759902507022766171,8.0308,0.0868,14.6281
1759902507070840666,8.0183,0.0725,14.6579
1759902507119424630,8.0122,0.0642,14.6778
1759902507168498766,7.9956,0.0473,14.6644
1759902507217794022,7.9804,0.0323,14.6639
1759902507270150950,7.9602,0.0132,14.708
1759902507320719377,7.9546,0.0077,14.7152
1759902507369538948,7.9686,0.0195,14.7143
1759902507417599978,7.9636,0.0145,14.7307
1759902507454366262,7.957,0.0086,14.7301
1759902507500816199,7.9731,0.0215,14.7102
1759902507550174625,7.9669,0.0154,14.7275
1759902507600523033,7.9684,0.016,14.7145
1759902507650534351,7.9785,0.0241,14.7093
1759902507700474824,7.9889,0.0321,14.6989
1759902507750673358,7.9994,0.04,14.6641
1759902507829753605,8.0049,0.0423,14.6258
1759902507851286446,8.0101,0.0458,14.6261
1759902507900351434,8.0267,0.0579,14.6334
1759902507988151981,8.0375,0.0637,14.5718
1759902508025078400,8.0461,0.0692,14.5641
1759902508068317321,8.0342,0.0564,14.544
1759902508117461801,8.0197,0.0417,14.4225
1759902508167481304,8.0091,0.0308,14.3279
1759902508218051524,7.9832,0.0071,14.3018
1759902508263748429,7.9885,0.0113,14.2775
1759902508314870779,8.0045,0.0245,14.2455
1759902508364404679,8.01,0.0282,14.1552
1759902508414974668,8.0262,0.041,14.0997
1759902508463848563,8.0348,0.0467,14.071
1759902508508695742,8.0499,0.0576,14.0133
1759902508558592122,8.064,0.0672,13.8854
1759902508609851552,8.047,0.0496,13.8198
1759902508659164432,8.0436,0.0445,13.8196
1759902508708610485,8.0652,0.0613,13.7931
1759902508759930881,8.0598,0.0538,13.7221
1759902508805727055,8.0615,0.0532,13.665
1759902508854885130,8.072,0.0599,13.6224
1759902508907087003,8.0675,0.0533,13.5602
1759902508974751154,8.0614,0.0442,13.5065
1759902509024968784,8.0471,0.0291,13.4712
1759902509075828585,8.0521,0.0323,13.4273
1759902509123233737,8.0586,0.0366,13.4047
1759902509168878423,8.0693,0.0443,13.3656
1759902509217009766,8.077,0.0491,13.3036
1759902509254434141,8.0762,0.0469,13.2791
1759902509310584902,8.0762,0.0447,13.2041
1759902509360039211,8.0849,0.0503,13.1653
1759902509412173475,8.0853,0.0483,13.1486
1759902509456538557,8.0731,0.0361,13.1218
1759902509502347435,8.0703,0.0324,13.074
1759902509550884279,8.0593,0.0217,13.0295
1759902509629705062,8.0732,0.0334,12.9377
1759902509651062911,8.0877,0.0448,12.9129
1759902509701704156,8.087,0.0422,12.8682
1759902509751249177,8.0833,0.0373,12.8545
1759902509801366125,8.0685,0.0229,12.8065
1759902509851033740,8.0698,0.023,12.7871
1759902509901666499,8.0706,0.0228,12.7494
1759902509984620281,8.0464,-0.003,12.7181
1759902510031636223,8.0288,-0.0193,12.6668
1759902510081082046,8.0131,-0.0326,12.6033
1759902510125790110,7.9959,-0.0462,12.5949
1759902510179436800,7.9924,-0.0471,12.5523
1759902510229755201,8.0083,-0.0313,12.5242
1759902510286619428,7.9831,-0.0521,12.4936
1759902510326864898,7.9807,-0.0523,12.4371
1759902510375488397,7.9877,-0.0442,12.4118
1759902510421312533,7.951,-0.0731,12.4135
1759902510480866815,7.9446,-0.0749,12.3893
1759902510510676824,7.9654,-0.0566,12.3687
1759902510556091381,7.962,-0.0573,12.3428
1759902510604727584,7.9834,-0.0374,12.3195
1759902510655092214,7.996,-0.0251,12.3045
1759902510705383103,7.9903,-0.0289,12.2912
1759902510756588852,8.0074,-0.0128,12.2714
1759902510800045306,8.0228,0.0008,12.2473
1759902510850524233,8.022,0.0,12.232
1759902510900673383,8.0093,-0.011,12.199
1759902510987005187,8.0025,-0.0169,12.1576
1759902511034092486,7.9918,-0.0261,12.1362
1759902511083334691,7.9904,-0.0263,12.127
1759902511133062850,7.9832,-0.0315,12.1009
1759902511182656874,7.9781,-0.0346,12.0709
1759902511237367016,7.9835,-0.0282,12.0241
1759902511279883724,7.9816,-0.0287,12.0232
1759902511330923677,7.9589,-0.0468,12.0152
1759902511381789650,7.9485,-0.0537,11.9817
1759902511436524378,7.9378,-0.0605,11.949
1759902511471259050,7.937,-0.0595,11.9411
1759902511523041455,7.9297,-0.063,11.9288
1759902511560705747,7.9341,-0.0576,11.9248
1759902511609380423,7.9398,-0.0506,12.0583
1759902511659343359,7.9621,-0.0297,12.106
1759902511705329313,7.9545,-0.0349,12.0974
1759902511750580260,7.9491,-0.0382,12.111
1759902511800770918,7.948,-0.0374,12.1888
1759902511850586925,7.9413,-0.0417,12.2474
1759902511900768857,7.8971,-0.0785,12.2723
1759902511981396967,7.8779,-0.0911,12.3273
1759902512031227180,7.8754,-0.0892,12.3382
1759902512072052673,7.8529,-0.1058,12.3688
1759902512119505385,7.8546,-0.1,12.3974
1759902512169384201,7.8801,-0.0737,12.3932
1759902512217952886,7.8987,-0.0545,12.4222
1759902512319192805,7.9569,0.0109,12.4961
1759902512364396482,8.0117,0.0621,12.4947
1759902512409648351,8.0162,0.0636,12.4871
1759902512459927668,8.0196,0.0638,12.4923
1759902512505785759,8.0308,0.0708,12.526
1759902512558809003,8.021,0.0593,12.5199
1759902512609502949,7.9985,0.0376,12.5567
1759902512661271838,7.9821,0.022,12.6046
1759902512704665173,7.9791,0.0188,12.6195
1759902512754209553,7.965,0.0062,12.6639
1759902512804467199,7.9516,-0.0052,12.734
1759902512854521568,7.9479,-0.0081,12.7908
1759902512900458619,7.9573,0.0,12.8439
1759902512974333840,7.9644,0.0065,12.9262
1759902513022429375,7.9694,0.0107,12.9791
1759902513072620134,7.9791,0.0188,13.0447
1759902513123979034,7.9587,0.0002,13.1416
1759902513174734486,7.9469,-0.01,13.2172
1759902513223468966,7.9415,-0.0143,13.2638
1759902513273197756,7.9435,-0.0119,13.3304
1759902513324903179,7.942,-0.0126,13.365
1759902513368948212,7.941,-0.013,13.425
1759902513419842955,7.9312,-0.0207,13.4724
1759902513464811422,7.9302,-0.0208,13.542
1759902513509191812,7.9355,-0.0157,13.6438
1759902513559469342,7.9333,-0.0169,13.752
1759902513609720863,7.9347,-0.015,13.8289
1759902513654459403,7.9178,-0.0285,13.9196
1759902513705859225,7.9114,-0.0327,13.9863
1759902513755467885,7.9099,-0.0327,14.0083
1759902513804823024,7.9027,-0.0374,14.0801
1759902513854493561,7.9157,-0.0246,14.0991
1759902513900658110,7.9253,-0.0154,14.1511
1759902513982073890,7.9228,-0.0167,14.2756
1759902514035567068,7.94,0.0004,14.3663
1759902514073040710,7.9461,0.0057,14.4352
1759902514125457944,7.9536,0.012,14.5056
1759902514171886144,7.9559,0.0135,14.5766
1759902514218737326,7.9606,0.0169,14.6764
1759902514268747359,7.958,0.014,14.76
1759902514310097293,7.953,0.0094,14.821
1759902514370521495,7.9495,0.0058,14.9148
1759902514419514906,7.9407,-0.0021,14.9745
1759902514463898883,7.9404,-0.0022,15.04
1759902514508673071,7.9312,-0.0098,15.0973
1759902514559895145,7.9124,-0.0254,15.143
1759902514604369614,7.9139,-0.0232,15.1854
1759902514654906086,7.924,-0.0136,15.215
1759902514704430817,7.9283,-0.0093,15.3465
1759902514754976156,7.9406,0.0018,15.4271
1759902514805564737,7.9526,0.0122,15.4774
1759902514854467175,7.9401,0.0008,15.5478
1759902514904861137,7.9189,-0.0178,15.6189
1759902514973725909,7.878,-0.0553,15.6906
1759902515022418680,7.8767,-0.0539,15.7491
1759902515067974743,7.8943,-0.0364,15.836
1759902515117882250,7.9282,-0.0052,15.8843
1759902515168267956,7.9407,0.0059,15.9489
1759902515219218094,7.8951,-0.0341,16.0205
1759902515263188485,7.9167,-0.0146,16.0798
1759902515314053842,7.9353,0.002,16.1369
1759902515363039860,7.9066,-0.0227,16.1795
1759902515409352419,7.8918,-0.0343,16.2328
1759902515459188331,7.8901,-0.0343,16.299
1759902515510357204,7.8525,-0.0654,16.3436
1759902515559111191,7.8767,-0.0417,16.4123
1759902515609053475,7.8793,-0.0376,16.4718
1759902515659090228,7.8934,-0.0238,16.5209
1759902515708933734,7.9097,-0.0085,16.5914
1759902515760439827,7.9338,0.013,16.6674
1759902515811470889,7.927,0.0064,16.7514
1759902515854562762,7.9432,0.0199,16.8466
1759902515900239494,7.9489,0.024,16.9573
1759902515979039977,7.9349,0.0088,17.1467
1759902516030055870,7.9585,0.0302,17.2991
1759902516073491185,7.9782,0.0464,17.3409
1759902516118362367,7.9802,0.0463,17.3327
1759902516168369844,7.9848,0.0482,17.2268
1759902516217787852,7.9638,0.0283,16.9817
1759902516266271505,7.9576,0.0218,16.9498
1759902516313905555,7.959,0.0221,16.8872
1759902516363503304,7.9842,0.0427,16.7273
1759902516409314742,8.0084,0.0615,16.6445
1759902516450430983,8.0256,0.0734,16.6411
1759902516500462115,8.0505,0.0913,16.6078
1759902516550307224,8.0686,0.1028,16.5557
1759902516600195576,8.1179,0.141,16.6158
1759902516650756344,8.1931,0.2004,16.6676
1759902516700467318,8.2052,0.2022,16.6448
1759902516750252063,8.1894,0.1796,16.6083
1759902516800482323,8.2444,0.22,16.5608
1759902516850935507,8.2599,0.2238,16.5605
1759902516928942964,8.2908,0.2369,16.5675
1759902516981360719,8.2991,0.233,16.6308
1759902517034876209,8.2583,0.1839,16.6619
1759902517080252120,8.2493,0.1686,16.6875
1759902517132914951,8.1792,0.0992,16.7474
1759902517173688250,8.1612,0.0808,16.807
1759902517222665631,8.1425,0.0618,16.8855
1759902517272485692,8.0745,0.0018,16.9656
1759902517322767030,8.0551,-0.0148,17.0431
1759902517372852536,8.047,-0.0211,17.1111
1759902517422622532,8.0199,-0.0434,17.1604
1759902517467501629,7.9855,-0.0706,17.2223
1759902517513262071,7.9846,-0.0687,17.2909
1759902517563723210,7.9868,-0.0639,17.3947
1759902517614090530,8.0339,-0.0207,17.4886
1759902517663399631,8.0834,0.0227,17.5408
1759902517709719786,8.1223,0.0549,17.6354
1759902517754704764,8.1593,0.084,17.7145
1759902517800063552,8.1982,0.1133,17.7705
1759902517850205044,8.2268,0.1328,17.857
1759902517927857176,8.2255,0.1216,17.9558
1759902517973324821,8.2092,0.1017,18.0429
1759902518024654490,8.1762,0.0673,18.1125
1759902518068548045,8.1673,0.057,18.1855
1759902518118747177,8.1489,0.0386,18.2549
1759902518167831441,8.1202,0.0123,18.2976
1759902518217247746,8.1206,0.0121,18.3379
1759902518269056274,8.136,0.025,18.406
1759902518318209799,8.1078,-0.0006,18.4618
1759902518362896581,8.1175,0.0077,18.5277
1759902518413749875,8.1215,0.0108,18.5941
1759902518460102962,8.1274,0.0154,18.6078
1759902518506536902,8.1407,0.026,18.667
1759902518554444501,8.1263,0.0128,18.7506
1759902518600057783,8.0888,-0.0193,18.8017
1759902518650649450,8.0825,-0.0239,18.8892
1759902518700266877,8.0416,-0.0582,19.0003
1759902518750774795,8.0391,-0.0579,19.0758
1759902518800055552,8.0222,-0.0701,19.1274
1759902518850057859,7.9766,-0.107,19.1653
1759902518922938389,7.9505,-0.1246,19.1528
1759902518980070177,7.9361,-0.1315,19.1761
1759902519022567250,7.9181,-0.1426,19.1468
1759902519077864715,7.9101,-0.1426,19.1648
1759902519122205239,7.9421,-0.1096,19.1585
1759902519176019016,7.9557,-0.0926,19.1384
1759902519222891579,7.9358,-0.1059,19.1214
1759902519273132690,7.9424,-0.0956,19.122
1759902519323607936,7.9505,-0.0845,19.1313
1759902519375706004,7.9381,-0.0914,19.1345
1759902519424865832,7.9113,-0.1107,19.1722
1759902519465659400,7.9108,-0.1074,19.2026
1759902519514792947,7.9219,-0.0937,19.2067
1759902519563985948,7.9211,-0.0904,19.2534
1759902519610900210,7.9178,-0.0896,19.2841
1759902519654500960,7.9427,-0.0658,19.3208
1759902519705276897,7.9576,-0.0503,19.3169
1759902519750873597,7.9687,-0.039,19.3007
1759902519830001151,7.9326,-0.0707,19.3008
1759902519851058144,7.9368,-0.0661,19.2843
1759902519932850429,7.9372,-0.0606,19.266
1759902519989597457,7.9388,-0.0558,19.3071
1759902520034402704,7.9252,-0.0657,19.3121
1759902520085881666,7.9029,-0.0825,19.3225
1759902520133411387,7.9114,-0.0717,19.3342
1759902520169235086,7.9271,-0.057,19.3525
1759902520218259146,7.929,-0.0531,19.3617
1759902520263824636,7.9366,-0.0449,19.3906
1759902520314045058,7.933,-0.046,19.4033
1759902520363528541,7.9456,-0.0334,19.4303
1759902520414539153,7.9548,-0.024,19.3886
1759902520465658653,7.9616,-0.017,19.3681
1759902520514261232,7.9424,-0.033,19.3243
1759902520563718324,7.9526,-0.0226,19.2689
1759902520608898082,7.9602,-0.0154,19.2685
1759902520650448097,7.9686,-0.0078,19.3011
1759902520702568788,7.9657,-0.01,19.3235
1759902520751311653,7.9697,-0.0061,19.3755
1759902520801322116,7.9605,-0.0138,19.4619
1759902520886034608,7.9469,-0.0262,19.4997
1759902520929667418,7.9409,-0.0307,19.4895
1759902520968338334,7.9549,-0.0176,19.4746
1759902521016085489,7.9619,-0.0109,19.4564
1759902521064014930,7.967,-0.0062,19.4019
1759902521131128827,7.9584,-0.0137,19.3872
1759902521167319843,7.9555,-0.0157,19.4195
1759902521214882577,7.9383,-0.0296,19.4202
1759902521264551742,7.9619,-0.0083,19.4395
1759902521317847996,7.9762,0.0045,19.4492
1759902521367117622,7.9927,0.0186,19.4212
1759902521409948238,7.9924,0.0177,19.406
1759902521462218654,7.9954,0.0195,19.4037
1759902521500684911,7.9883,0.0131,19.4149
1759902521551583962,7.9983,0.021,19.4572
1759902521600963998,8.0116,0.0314,19.4759
1759902521651820378,8.0304,0.0464,19.4708
1759902521701491616,8.044,0.0562,19.4354
1759902521750316077,8.0538,0.0623,19.4355
1759902521800573589,8.07,0.0738,19.4326
1759902521871721237,8.0923,0.09,19.4181
1759902521930565098,8.114,0.1056,19.3548
1759902521988813527,8.1107,0.0967,19.283
1759902522032436999,8.1042,0.0872,19.2238
1759902522076678385,8.136,0.111,19.1847
1759902522110119990,8.1338,0.1064,19.1767
1759902522167304979,8.1731,0.1345,18.9941
1759902522214333639,8.1615,0.1194,18.9316
1759902522264428052,8.1653,0.1175,18.8773
1759902522310161291,8.1795,0.1249,18.7879
1759902522360081904,8.1779,0.1183,18.654
1759902522400430887,8.1759,0.1128,18.561
1759902522455394237,8.1905,0.12,18.4985
1759902522504231732,8.1582,0.0871,18.4392
1759902522555191939,8.1528,0.0784,18.3126
1759902522601439526,8.1545,0.0768,18.2438
1759902522650845841,8.1437,0.0642,18.1234
1759902522700951726,8.1115,0.0334,18.0207
1759902522752810179,8.091,0.0138,17.9272
1759902522801074074,8.0881,0.0107,17.8362
1759902522879738028,8.0956,0.0172,17.651
1759902522931419285,8.1069,0.027,17.5225
1759902522988207320,8.1027,0.0216,17.3811
1759902523037185563,8.0934,0.0123,17.2806
1759902523079904237,8.0684,-0.0095,17.2099
1759902523124803352,8.0505,-0.024,17.1273
1759902523181130602,8.0373,-0.0343,16.9915
1759902523219724873,8.0431,-0.0284,16.9122
1759902523269221801,8.0292,-0.0389,16.8358
1759902523318988060,8.013,-0.0508,16.7776
1759902523367567034,8.0194,-0.0433,16.677
1759902523419525437,7.9848,-0.0712,16.5599
1759902523474065604,7.9897,-0.0634,16.4355
1759902523508951701,7.9614,-0.0848,16.3543
1759902523556035025,7.9791,-0.0669,16.2921
1759902523600583705,8.0012,-0.0463,16.2039
1759902523651804216,7.9841,-0.0587,16.0844
1759902523700385585,8.002,-0.041,15.9741
1759902523751099244,8.0302,-0.0147,15.8712
1759902523801063719,8.0387,-0.0066,15.7611
1759902523874502529,8.0138,-0.0301,15.5562
1759902523922702864,7.99,-0.0507,15.4769
1759902523974974412,7.9758,-0.0611,15.3911
1759902524018455564,7.9661,-0.0673,15.319
1759902524064044089,7.9712,-0.0603,15.2263
1759902524115998374,7.9868,-0.0441,15.1185
1759902524163576086,8.0135,-0.0195,15.012
1759902524214651722,8.033,-0.0018,14.9009
1759902524265957526,8.0381,0.0027,14.7783
1759902524316084590,8.0388,0.0032,14.6597
1759902524359428061,8.0362,0.0009,14.5757
1759902524411882666,8.0465,0.0097,14.4781
1759902524459116366,8.0569,0.0183,14.3862
1759902524509894336,8.0555,0.0162,14.2751
1759902524555033347,8.0724,0.03,14.19
1759902524604480290,8.0697,0.0264,14.0731
1759902524675592922,8.0773,0.0318,13.9223
1759902524701380900,8.0757,0.0298,13.8793
1759902524750085894,8.06,0.0154,13.8294
1759902524801607837,8.0515,0.0075,13.7562
1759902524878053668,8.0514,0.0068,13.6068
1759902524930954952,8.0481,0.0034,13.4915
1759902524981456377,8.0673,0.0207,13.3882
1759902525019744998,8.0687,0.0212,13.3143
1759902525059850028,8.0697,0.0213,13.2252
1759902525114815331,8.0827,0.0314,13.1312
1759902525168255749,8.0861,0.0329,13.0403
1759902525216549251,8.0853,0.0309,12.9658
1759902525267465985,8.0939,0.0369,12.8567
1759902525316316435,8.0849,0.0276,12.76
1759902525363861426,8.0813,0.0234,12.6699
1759902525414383340,8.0757,0.0175,12.5744
1759902525464664688,8.0473,-0.0078,12.5144
1759902525510052852,8.0449,-0.0096,12.4178
1759902525555500479,8.0431,-0.0107,12.3468
1759902525604676387,8.0267,-0.0241,12.2798
1759902525650854702,8.0269,-0.023,12.1925
1759902525700595934,8.021,-0.0271,12.087
1759902525751909902,8.0076,-0.0375,11.9798
1759902525828725636,7.997,-0.0451,11.8722
